"TID","CommonName","Subspecies","Longitude","Latitude","taxa","Year","Count","cv","Units","Region"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2007,0.0004030075,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2008,0.000152562181818182,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2009,0.00019969085,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2010,0.000213624,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2011,0.030754233,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2013,0.000426401,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2015,0.000264697,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2016,2.28639375e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2019,0.0001514198,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",1991,1.95233333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",1998,0.000162894402515723,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",1999,5.82899652509652e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",2000,6.22522882882883e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",2004,7.98531555555556e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",2006,2.532e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",2008,9.55682222222222e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",2009,5.21488461538462e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",2016,4.4e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP49","Gymnoscopelus fraseri",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP5","Artedidraco scottsbergi",NA,NA,NA,"Unexploited small pelagics",2006,1.67e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP50","Gymnoscopelus hintonoides",NA,NA,NA,"Unexploited small pelagics",1999,4.42e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP50","Gymnoscopelus hintonoides",NA,NA,NA,"Unexploited small pelagics",2000,2.18e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP50","Gymnoscopelus hintonoides",NA,NA,NA,"Unexploited small pelagics",2004,3.38e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP50","Gymnoscopelus hintonoides",NA,NA,NA,"Unexploited small pelagics",2009,1.28e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP50","Gymnoscopelus hintonoides",NA,NA,NA,"Unexploited small pelagics",2016,2.17e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP51","Gymnoscopelus microlampas",NA,NA,NA,"Unexploited small pelagics",1999,1.51814285714286e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP51","Gymnoscopelus microlampas",NA,NA,NA,"Unexploited small pelagics",2004,4e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",1991,1.084e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",1995,0.000423537,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",1996,0.000287447125,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",1997,0.0004210528,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",1998,5.33552303030303e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",1999,5.08593445378151e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2000,4.86781382978723e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2001,0.000296164,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2002,0.000369112333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2003,0.000242946,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2004,9.50375490196078e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2005,0.0003572985,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2006,0.00021408375,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2007,0.000279643,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2008,2.11646666666667e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2009,1.63444444444444e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2011,0.00112185428571429,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",2016,3.39846153846154e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP52","Gymnoscopelus nicholsi",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",1995,0.0003947368,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",1996,0.000338206333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",1997,0.000314775333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",1999,1.47e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",2005,0.041788338,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",2006,2.97333333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",2008,4.73049375e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",2009,9.29e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",2011,0.000548368,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",2016,6.598e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",2019,0.000109119,NA,"Counts per m3","Antartica continental shelf"
"MUSP53","Gymnoscopelus opisthopterus",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP54","Gymnoscopelus piabilis",NA,NA,NA,"Unexploited small pelagics",1998,3.81721951219512e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP54","Gymnoscopelus piabilis",NA,NA,NA,"Unexploited small pelagics",1999,2.13302627118644e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP54","Gymnoscopelus piabilis",NA,NA,NA,"Unexploited small pelagics",2000,2.95344318181818e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP54","Gymnoscopelus piabilis",NA,NA,NA,"Unexploited small pelagics",2006,3.08666666666667e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP55","Halargyreus johnsonii",NA,NA,NA,"Unexploited small pelagics",1999,1.445e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP56","Harpagifer antarcticus",NA,NA,NA,"Unexploited small pelagics",1995,0.000924105,NA,"Counts per m3","Antartica continental shelf"
"MUSP56","Harpagifer antarcticus",NA,NA,NA,"Unexploited small pelagics",2002,0.000626212,NA,"Counts per m3","Antartica continental shelf"
"MUSP56","Harpagifer antarcticus",NA,NA,NA,"Unexploited small pelagics",2003,0.000619844666666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP56","Harpagifer antarcticus",NA,NA,NA,"Unexploited small pelagics",2004,0.0002740755,NA,"Counts per m3","Antartica continental shelf"
"MUSP56","Harpagifer antarcticus",NA,NA,NA,"Unexploited small pelagics",2006,0.00114023975,NA,"Counts per m3","Antartica continental shelf"
"MUSP56","Harpagifer antarcticus",NA,NA,NA,"Unexploited small pelagics",2008,0.00146072535294118,NA,"Counts per m3","Antartica continental shelf"
"MUSP56","Harpagifer antarcticus",NA,NA,NA,"Unexploited small pelagics",2011,0.0005965265,NA,"Counts per m3","Antartica continental shelf"
"MUSP56","Harpagifer antarcticus",NA,NA,NA,"Unexploited small pelagics",2013,0.000281074,NA,"Counts per m3","Antartica continental shelf"
"MUSP57","Harpagifer kerguelensis",NA,NA,NA,"Unexploited small pelagics",1998,0.000179285285714286,NA,"Counts per m3","Antartica continental shelf"
"MUSP57","Harpagifer kerguelensis",NA,NA,NA,"Unexploited small pelagics",1999,2.75918333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP58","Hintonia candens",NA,NA,NA,"Unexploited small pelagics",1999,5.79e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP59","Histioteuthis eltaninae",NA,NA,NA,"Unexploited small pelagics",2006,1.37e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP6","Artedidraco skottsbergi",NA,NA,NA,"Unexploited small pelagics",1997,0.000241916,NA,"Counts per m3","Antartica continental shelf"
"MUSP6","Artedidraco skottsbergi",NA,NA,NA,"Unexploited small pelagics",1998,0.00022502,NA,"Counts per m3","Antartica continental shelf"
"MUSP60","Icichthys australis",NA,NA,NA,"Unexploited small pelagics",1998,1.56728e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP60","Icichthys australis",NA,NA,NA,"Unexploited small pelagics",1999,7.35290909090909e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP60","Icichthys australis",NA,NA,NA,"Unexploited small pelagics",2000,7.46e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP60","Icichthys australis",NA,NA,NA,"Unexploited small pelagics",2004,5.515e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP60","Icichthys australis",NA,NA,NA,"Unexploited small pelagics",2006,8.69e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP60","Icichthys australis",NA,NA,NA,"Unexploited small pelagics",2016,1.82e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP61","Idiacanthus atlanticus",NA,NA,NA,"Unexploited small pelagics",1998,2.58e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP61","Idiacanthus atlanticus",NA,NA,NA,"Unexploited small pelagics",1999,6.16e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP61","Idiacanthus atlanticus",NA,NA,NA,"Unexploited small pelagics",2000,4.6525e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP61","Idiacanthus atlanticus",NA,NA,NA,"Unexploited small pelagics",2019,8.58e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",1991,0.0001755608125,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",1994,0.0003125115,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",1996,0.00010792175,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",1997,0.0606079141111111,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",1998,0.000576932215384615,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",1999,0.000582007228013029,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2000,0.000139580545454545,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2001,0.000525047,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2002,0.000256879,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2003,0.0001415785,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2004,0.00016791821686747,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2005,0.0002595885,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2006,0.000196391714285714,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2007,0.000231283,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2008,0.00010208935483871,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2009,0.000142590368421053,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2011,0.000287062,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2013,0.00165992133333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2014,0.0031721975,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2015,0.00117881475,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2016,3.02330917431193e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",2019,0.00138484617647059,NA,"Counts per m3","Antartica continental shelf"
"MUSP62","Krefftichthys anderssoni",NA,NA,NA,"Unexploited small pelagics",NA,4.64e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP63","Labichthys yanoi",NA,NA,NA,"Unexploited small pelagics",1999,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP64","Lampanyctus intricarius",NA,NA,NA,"Unexploited small pelagics",1999,6.108e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP65","Lampanyctus macdonaldi",NA,NA,NA,"Unexploited small pelagics",1999,1.28e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP66","Lampichthys procerus",NA,NA,NA,"Unexploited small pelagics",1999,5.82222222222222e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP66","Lampichthys procerus",NA,NA,NA,"Unexploited small pelagics",2000,8.84e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",1992,0.0006729,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",1993,0.000216296,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",1994,0.003452495375,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",1995,0.000747953745454546,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",1996,0.00119847583870968,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",1997,0.00191872087878788,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",1998,0.000911662685714286,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",1999,0.000139664255172414,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2000,0.000629849264705882,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2001,0.00122036061538462,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2002,0.00111108431818182,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2003,0.000918158765957447,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2004,0.00166288748780488,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2005,0.000954364703703704,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2006,0.00138271725,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2007,0.001793855,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2008,0.00208827918604651,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2009,0.00175627754545455,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2010,0.001788645,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2011,0.00587394629268293,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2013,0.000152644,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2014,0.000259281571428571,NA,"Counts per m3","Antartica continental shelf"
"MUSP67","Lepidonotothen squamifrons",NA,NA,NA,"Unexploited small pelagics",2015,0.000254750857142857,NA,"Counts per m3","Antartica continental shelf"
"MUSP68","Lindbergichthys mizops",NA,NA,NA,"Unexploited small pelagics",1998,7.49e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP68","Lindbergichthys mizops",NA,NA,NA,"Unexploited small pelagics",1999,1.82788888888889e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",1995,0.0005112593,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",1996,0.000431113666666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",1997,0.000334378,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",1998,0.001562847,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2002,0.00138913742857143,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2004,0.000569779,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2005,0.000310486,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2008,0.00104921766666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2009,0.000201737,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2011,0.0043264508,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2013,0.000414096,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2014,0.001567376,NA,"Counts per m3","Antartica continental shelf"
"MUSP69","Lindbergichthys nudifrons",NA,NA,NA,"Unexploited small pelagics",2015,0.000842171,NA,"Counts per m3","Antartica continental shelf"
"MUSP7","Astronesthes psychrolutes",NA,NA,NA,"Unexploited small pelagics",2000,5.12e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP70","Luciosudis normani",NA,NA,NA,"Unexploited small pelagics",1999,5.64e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP71","Macrourus holotrachys",NA,NA,NA,"Unexploited small pelagics",2009,0.000167101,NA,"Counts per m3","Antartica continental shelf"
"MUSP72","Magnisudis prionosa",NA,NA,NA,"Unexploited small pelagics",1998,4.96e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP72","Magnisudis prionosa",NA,NA,NA,"Unexploited small pelagics",2000,3.81e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP73","Mancopsetta maculata",NA,NA,NA,"Unexploited small pelagics",1998,4.67e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP73","Mancopsetta maculata",NA,NA,NA,"Unexploited small pelagics",1999,4.96e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP74","Mastigoteuthis psychrophila",NA,NA,NA,"Unexploited small pelagics",2006,8.88e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP75","Melanonus gracilis",NA,NA,NA,"Unexploited small pelagics",1991,3.17e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP75","Melanonus gracilis",NA,NA,NA,"Unexploited small pelagics",1999,1.026375e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP75","Melanonus gracilis",NA,NA,NA,"Unexploited small pelagics",2000,7.686e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",1998,5.085e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",1999,9.2312e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",2000,7.64954545454545e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",2004,3.89e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP76","Melanostigma gelatinosum",NA,NA,NA,"Unexploited small pelagics",2008,6.47e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP77","Metelectrona ventralis",NA,NA,NA,"Unexploited small pelagics",1998,5.64857142857143e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP77","Metelectrona ventralis",NA,NA,NA,"Unexploited small pelagics",1999,9.28914285714286e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP77","Metelectrona ventralis",NA,NA,NA,"Unexploited small pelagics",2000,4.55666666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP78","Muraenolepis marmorata",NA,NA,NA,"Unexploited small pelagics",1998,5.88780909090909e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP78","Muraenolepis marmorata",NA,NA,NA,"Unexploited small pelagics",1999,8.30066666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP78","Muraenolepis marmorata",NA,NA,NA,"Unexploited small pelagics",2000,4.705e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP79","Muraenolepis microps",NA,NA,NA,"Unexploited small pelagics",2014,0.000209876333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",1998,5.375e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",1999,5.28e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2000,4.55e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2002,0.00026087,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2004,0.000255659,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2005,0.000281419,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2008,0.009772929,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2011,0.002332584,NA,"Counts per m3","Antartica continental shelf"
"MUSP8","Bathydraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2013,0.0037431295,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",1991,1.94628571428571e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP80","Nannobrachium achirus",NA,NA,NA,"Unexploited small pelagics",1998,5.45e-06,NA,"Counts per m3","Antartica continental shelf"
