"TID","CommonName","Subspecies","Longitude","Latitude","taxa","Year","Count","cv","Units","Region"
"MUSP17","Chaenodraco wilsoni",NA,NA,NA,"Unexploited small pelagics",1996,0.00019632625,NA,"Counts per m3","Antartica continental shelf"
"MUSP17","Chaenodraco wilsoni",NA,NA,NA,"Unexploited small pelagics",1998,0.000660339,NA,"Counts per m3","Antartica continental shelf"
"MUSP17","Chaenodraco wilsoni",NA,NA,NA,"Unexploited small pelagics",2011,0.003712631,NA,"Counts per m3","Antartica continental shelf"
"MUSP17","Chaenodraco wilsoni",NA,NA,NA,"Unexploited small pelagics",2013,0.000374309,NA,"Counts per m3","Antartica continental shelf"
"MUSP17","Chaenodraco wilsoni",NA,NA,NA,"Unexploited small pelagics",2014,0.000291702,NA,"Counts per m3","Antartica continental shelf"
"MUSP17","Chaenodraco wilsoni",NA,NA,NA,"Unexploited small pelagics",2015,0.00152492,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",1995,0.000231642,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",1998,6.69e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",1999,5.33666666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",2000,0.000257746,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",2002,0.001256136,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",2003,0.0003173965,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",2004,0.000241277333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",2005,0.00211095666666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",2008,2.35e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP18","Champsocephalus gunnari",NA,NA,NA,"Unexploited small pelagics",2011,0.016983472,NA,"Counts per m3","Antartica continental shelf"
"MUSP19","Channichthys rhinoceratus",NA,NA,NA,"Unexploited small pelagics",1998,4.45739090909091e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP19","Channichthys rhinoceratus",NA,NA,NA,"Unexploited small pelagics",1999,2.12292307692308e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP19","Channichthys rhinoceratus",NA,NA,NA,"Unexploited small pelagics",2000,4.81e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP19","Channichthys rhinoceratus",NA,NA,NA,"Unexploited small pelagics",2004,2.2e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP2","Alluroteuthis antarcticus",NA,NA,NA,"Unexploited small pelagics",2006,1.24166666666667e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP2","Alluroteuthis antarcticus",NA,NA,NA,"Unexploited small pelagics",2008,2.2655e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP20","Chauliodus sloani",NA,NA,NA,"Unexploited small pelagics",1999,9.19333333333333e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP21","Chionodraco hamatus",NA,NA,NA,"Unexploited small pelagics",1996,0.000829565,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",1993,0.000227466,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",1997,0.000194022,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",1998,0.00130056333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",1999,0.000247822,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2000,0.000257746,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2001,0.00043288,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2002,0.0014259115,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2003,0.0003375836,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2004,0.0002488682,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2005,0.000305237,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2006,0.0001639105,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2007,0.0003087685,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2008,0.000547912181818182,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2009,0.000397224666666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2011,0.00248980355555556,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2012,0.0009049965,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2014,0.0002514975,NA,"Counts per m3","Antartica continental shelf"
"MUSP22","Chionodraco rastrospinosus",NA,NA,NA,"Unexploited small pelagics",2015,0.000239891833333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP23","Coryphaenoides subserrulatus",NA,NA,NA,"Unexploited small pelagics",1999,1.6185e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP24","Cryodraco antarcticus",NA,NA,NA,"Unexploited small pelagics",1996,0.000221882,NA,"Counts per m3","Antartica continental shelf"
"MUSP24","Cryodraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2003,0.000302238,NA,"Counts per m3","Antartica continental shelf"
"MUSP24","Cryodraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2004,0.00024495,NA,"Counts per m3","Antartica continental shelf"
"MUSP24","Cryodraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2005,0.000277952,NA,"Counts per m3","Antartica continental shelf"
"MUSP24","Cryodraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2006,4.67666666666667e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP24","Cryodraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2007,0.000242875,NA,"Counts per m3","Antartica continental shelf"
"MUSP24","Cryodraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2008,0.002134892,NA,"Counts per m3","Antartica continental shelf"
"MUSP24","Cryodraco antarcticus",NA,NA,NA,"Unexploited small pelagics",2011,0.000488904,NA,"Counts per m3","Antartica continental shelf"
"MUSP25","Cyclothone microdon",NA,NA,NA,"Unexploited small pelagics",1991,4.92633333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP25","Cyclothone microdon",NA,NA,NA,"Unexploited small pelagics",2005,3.56e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP25","Cyclothone microdon",NA,NA,NA,"Unexploited small pelagics",2006,9.41813333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP25","Cyclothone microdon",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP26","Cyclothone pallida",NA,NA,NA,"Unexploited small pelagics",1991,7.90335e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP27","Cygnodraco mawsoni",NA,NA,NA,"Unexploited small pelagics",1996,0.000150233,NA,"Counts per m3","Antartica continental shelf"
"MUSP27","Cygnodraco mawsoni",NA,NA,NA,"Unexploited small pelagics",2006,0.000102344,NA,"Counts per m3","Antartica continental shelf"
"MUSP28","Cynomacrurus piriei",NA,NA,NA,"Unexploited small pelagics",1991,1.00728571428571e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP28","Cynomacrurus piriei",NA,NA,NA,"Unexploited small pelagics",1999,1.5078e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP28","Cynomacrurus piriei",NA,NA,NA,"Unexploited small pelagics",2004,1.191e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP28","Cynomacrurus piriei",NA,NA,NA,"Unexploited small pelagics",2006,1.44242857142857e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP28","Cynomacrurus piriei",NA,NA,NA,"Unexploited small pelagics",2008,2.26333333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP28","Cynomacrurus piriei",NA,NA,NA,"Unexploited small pelagics",2009,1.59333333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP28","Cynomacrurus piriei",NA,NA,NA,"Unexploited small pelagics",2019,5.99e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP29","Dacodraco hunteri",NA,NA,NA,"Unexploited small pelagics",2014,0.000390712,NA,"Counts per m3","Antartica continental shelf"
"MUSP3","Argyropelecus hemigymnus",NA,NA,NA,"Unexploited small pelagics",1999,5.79e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP30","Diaphus hudsoni",NA,NA,NA,"Unexploited small pelagics",1999,9.125e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP31","Diastobranchus capensis",NA,NA,NA,"Unexploited small pelagics",1999,6.26e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP32","Diplophos rebainsi",NA,NA,NA,"Unexploited small pelagics",1998,5.205e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP32","Diplophos rebainsi",NA,NA,NA,"Unexploited small pelagics",1999,7.2425e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP32","Diplophos rebainsi",NA,NA,NA,"Unexploited small pelagics",2000,9.028e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP33","Dissostichus eleginoides",NA,NA,NA,"Unexploited small pelagics",1998,7.03333333333333e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP33","Dissostichus eleginoides",NA,NA,NA,"Unexploited small pelagics",1999,6.11666666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP33","Dissostichus eleginoides",NA,NA,NA,"Unexploited small pelagics",2000,4.55e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP34","Echiodon cryomargarites",NA,NA,NA,"Unexploited small pelagics",1998,4.705e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP34","Echiodon cryomargarites",NA,NA,NA,"Unexploited small pelagics",1999,5.39333333333333e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP34","Echiodon cryomargarites",NA,NA,NA,"Unexploited small pelagics",2000,4.55e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1991,0.000160685,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1992,0.000462421,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1993,0.000955700571428571,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1994,0.000984938739130435,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1995,0.00577112102678571,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1996,0.00185393612781955,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1997,0.00291729534693878,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1998,0.000458242253456221,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",1999,0.00036386667867036,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2000,0.000190302764705882,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2001,0.000356669272727273,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2002,0.00397508222857143,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2003,0.00252751550526316,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2004,0.000836900316326531,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2005,0.000314004,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2006,0.00117381919230769,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2007,0.00134541078947368,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2008,0.000673139432624114,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2009,0.000228860893617021,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2010,0.000398364,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2011,0.0133580926842105,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2012,0.000287864,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2013,0.000987512454545455,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2014,0.000588107565217391,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2015,0.000524547846153846,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2016,1.824e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",2019,0.00089389244117647,NA,"Counts per m3","Antartica continental shelf"
"MUSP35","Electrona antarctica",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",1991,6.75922857142857e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",1996,0.000191387666666667,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",1997,0.00123317509090909,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",1998,0.000121462655172414,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",1999,6.82017461928934e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2000,0.000198840022222222,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2001,0.000374789125,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2002,0.000869021333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2003,0.000254295,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2004,0.000455776814814815,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2005,0.0003150222,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2006,0.000370229894736842,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2007,0.000357996333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2008,0.000208757529411765,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2009,0.000112143076923077,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2011,0.0025980588,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2015,0.000246394,NA,"Counts per m3","Antartica continental shelf"
"MUSP36","Electrona carlsbergi",NA,NA,NA,"Unexploited small pelagics",2016,2.14333333333333e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP37","Electrona paucirastra",NA,NA,NA,"Unexploited small pelagics",1999,1.78333333333333e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",1991,5.8e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",1998,1.74908571428571e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",1999,1.70676838235294e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",2000,1.57641346153846e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",2001,0.00023005,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",2002,0.000227676,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",2005,0.000283054,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",2006,1.03e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",2008,0.000279648333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP38","Electrona subaspera",NA,NA,NA,"Unexploited small pelagics",2009,9.715e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP39","Evermannella balbo",NA,NA,NA,"Unexploited small pelagics",1999,6.95e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP4","Artedidraco mirus",NA,NA,NA,"Unexploited small pelagics",1995,0.000209155,NA,"Counts per m3","Antartica continental shelf"
"MUSP4","Artedidraco mirus",NA,NA,NA,"Unexploited small pelagics",2002,0.000312252,NA,"Counts per m3","Antartica continental shelf"
"MUSP4","Artedidraco mirus",NA,NA,NA,"Unexploited small pelagics",2003,0.000208284,NA,"Counts per m3","Antartica continental shelf"
"MUSP4","Artedidraco mirus",NA,NA,NA,"Unexploited small pelagics",2004,0.0005673545,NA,"Counts per m3","Antartica continental shelf"
"MUSP4","Artedidraco mirus",NA,NA,NA,"Unexploited small pelagics",2008,0.000271441,NA,"Counts per m3","Antartica continental shelf"
"MUSP40","Filippovia knipovitchi",NA,NA,NA,"Unexploited small pelagics",2006,9.94e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP41","Galiteuthis glacialis",NA,NA,NA,"Unexploited small pelagics",2004,3.58227777777778e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP41","Galiteuthis glacialis",NA,NA,NA,"Unexploited small pelagics",2006,3.65e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP41","Galiteuthis glacialis",NA,NA,NA,"Unexploited small pelagics",2008,2.36638888888889e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP42","Gerlachea australis",NA,NA,NA,"Unexploited small pelagics",1996,6.95e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP42","Gerlachea australis",NA,NA,NA,"Unexploited small pelagics",2002,0.000815395,NA,"Counts per m3","Antartica continental shelf"
"MUSP42","Gerlachea australis",NA,NA,NA,"Unexploited small pelagics",2005,5.85e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP42","Gerlachea australis",NA,NA,NA,"Unexploited small pelagics",2006,2.8e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP42","Gerlachea australis",NA,NA,NA,"Unexploited small pelagics",2008,0.00134888335294118,NA,"Counts per m3","Antartica continental shelf"
"MUSP43","Gobionotothen acuta",NA,NA,NA,"Unexploited small pelagics",1998,0.0002577164,NA,"Counts per m3","Antartica continental shelf"
"MUSP43","Gobionotothen acuta",NA,NA,NA,"Unexploited small pelagics",1999,8.3e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP43","Gobionotothen acuta",NA,NA,NA,"Unexploited small pelagics",2000,6.54e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",1992,0.000388282,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",1995,0.000209155,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",1998,0.000274132,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",1999,0.000233153,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",2002,0.000561423,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",2004,0.00046871075,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",2008,0.000370527,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",2009,0.000429700333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",2013,0.000307723333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",2014,0.000211996,NA,"Counts per m3","Antartica continental shelf"
"MUSP44","Gobionotothen gibberifrons",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP45","Gonatus antarcticus",NA,NA,NA,"Unexploited small pelagics",2006,8.81e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP46","Gymnodraco acuticeps",NA,NA,NA,"Unexploited small pelagics",1995,0.000220679,NA,"Counts per m3","Antartica continental shelf"
"MUSP46","Gymnodraco acuticeps",NA,NA,NA,"Unexploited small pelagics",1996,6.95e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP46","Gymnodraco acuticeps",NA,NA,NA,"Unexploited small pelagics",2006,2.27e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP46","Gymnodraco acuticeps",NA,NA,NA,"Unexploited small pelagics",2008,0.000224003333333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",1991,3.61166666666667e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",1998,1.65546511627907e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",1999,1.1526862745098e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",2000,9.55944444444444e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",2001,0.00021443,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",2004,9.53333333333333e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",2005,0.0004247265,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",2008,9.52136666666667e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",2009,1.01e-05,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",2016,3.24333333333333e-06,NA,"Counts per m3","Antartica continental shelf"
"MUSP47","Gymnoscopelus bolini",NA,NA,NA,"Unexploited small pelagics",NA,NA,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",1991,0.000190477142857143,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",1996,0.0002787374,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",1997,0.0109603143333333,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",1998,0.000129304710526316,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",1999,0.000129994065454545,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2000,0.000141833560344828,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2001,0.000335402625,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2002,0.000467307857142857,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2003,0.000637345625,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2004,0.000275190934210526,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2005,0.00048506175,NA,"Counts per m3","Antartica continental shelf"
"MUSP48","Gymnoscopelus braueri",NA,NA,NA,"Unexploited small pelagics",2006,0.000169535666666667,NA,"Counts per m3","Antartica continental shelf"
