eventID,occurrenceID,phylum,class,order,family,scientificName,basisOfRecord,individualCount,organismQuantity,organismQuantityType,occurrenceRemarks,rightsHolder,reference
AAD_brokeeast_1_1,AAD_brokeeast_1_1_151398,Chordata,Actinopteri,Perciformes,Artedidraconidae,Artedidraconidae,HumanObservation,1,6.95E-05,n_m3,NA,NA,NA
AAD_brokeeast_1_1,AAD_brokeeast_1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,6.95E-05,n_m3,NA,NA,NA
AAD_brokeeast_1_1,AAD_brokeeast_1_1_234800,Chordata,Actinopteri,Perciformes,Bathydraconidae,Gymnodraco acuticeps,HumanObservation,1,6.95E-05,n_m3,NA,NA,NA
AAD_brokeeast_1_1,AAD_brokeeast_1_1_234808,Chordata,Actinopteri,Perciformes,Bathydraconidae,Gerlachea australis,HumanObservation,1,6.95E-05,n_m3,NA,NA,NA
AAD_brokeeast_100_1,AAD_brokeeast_100_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000147284,n_m3,NA,NA,NA
AAD_brokeeast_100_1,AAD_brokeeast_100_1_234641,Chordata,Actinopteri,Myctophiformes,Myctophidae,Krefftichthys anderssoni,HumanObservation,1,4.91E-05,n_m3,NA,NA,NA
AAD_brokeeast_100_1,AAD_brokeeast_100_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,1,4.91E-05,n_m3,NA,NA,NA
AAD_brokeeast_101_1,AAD_brokeeast_101_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,0.000237665,n_m3,NA,NA,NA
AAD_brokeeast_102_1,AAD_brokeeast_102_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,0.000145833,n_m3,NA,NA,NA
AAD_brokeeast_102_1,AAD_brokeeast_102_1_234638,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona carlsbergi,HumanObservation,1,0.000145833,n_m3,NA,NA,NA
AAD_brokeeast_103_1,AAD_brokeeast_103_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,29,0.004369747,n_m3,NA,NA,NA
AAD_brokeeast_104_1,AAD_brokeeast_104_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,7,0.001077823,n_m3,NA,NA,NA
AAD_brokeeast_105_1,AAD_brokeeast_105_1_234828,Chordata,Actinopteri,Perciformes,Nototheniidae,Trematomus loennbergii,HumanObservation,1,5.11E-05,n_m3,NA,NA,NA
AAD_brokeeast_105_1,AAD_brokeeast_105_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,1,5.11E-05,n_m3,NA,NA,NA
AAD_brokeeast_106_1,AAD_brokeeast_106_1_234609,Chordata,Actinopteri,Perciformes,Channichthyidae,Chaenodraco wilsoni,HumanObservation,1,0.000224105,n_m3,NA,NA,NA
AAD_brokeeast_109_1,AAD_brokeeast_109_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,7.44E-05,n_m3,NA,NA,NA
AAD_brokeeast_11_1,AAD_brokeeast_11_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,14,0.001215937,n_m3,NA,NA,NA
AAD_brokeeast_11_1,AAD_brokeeast_11_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000347411,n_m3,NA,NA,NA
AAD_brokeeast_115_1,AAD_brokeeast_115_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,5,0.000284894,n_m3,NA,NA,NA
AAD_brokeeast_119_1,AAD_brokeeast_119_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,9,0.000496876,n_m3,NA,NA,NA
AAD_brokeeast_12_1,AAD_brokeeast_12_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,10,0.000497722,n_m3,NA,NA,NA
AAD_brokeeast_12_1,AAD_brokeeast_12_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,12,0.000597267,n_m3,NA,NA,NA
AAD_brokeeast_122_1,AAD_brokeeast_122_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,9.42E-05,n_m3,NA,NA,NA
AAD_brokeeast_122_1,AAD_brokeeast_122_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,3,0.00028251,n_m3,NA,NA,NA
AAD_brokeeast_126_1,AAD_brokeeast_126_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,13,0.004126696,n_m3,NA,NA,NA
AAD_brokeeast_126_1,AAD_brokeeast_126_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,0.000317438,n_m3,NA,NA,NA
AAD_brokeeast_129_1,AAD_brokeeast_129_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,3,0.000269595,n_m3,NA,NA,NA
AAD_brokeeast_131_1,AAD_brokeeast_131_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,6,0.001088501,n_m3,NA,NA,NA
AAD_brokeeast_132_1,AAD_brokeeast_132_1_151398,Chordata,Actinopteri,Perciformes,Artedidraconidae,Artedidraconidae,HumanObservation,1,0.000206144,n_m3,NA,NA,NA
AAD_brokeeast_132_1,AAD_brokeeast_132_1_234795,Chordata,Actinopteri,Perciformes,Channichthyidae,Chionodraco hamatus,HumanObservation,9,0.001855299,n_m3,NA,NA,NA
AAD_brokeeast_132_1,AAD_brokeeast_132_1_234828,Chordata,Actinopteri,Perciformes,Nototheniidae,Trematomus loennbergii,HumanObservation,1,0.000206144,n_m3,NA,NA,NA
AAD_brokeeast_132_1,AAD_brokeeast_132_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,217,0.044733321,n_m3,NA,NA,NA
AAD_brokeeast_133_1,AAD_brokeeast_133_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,13,0.013196898,n_m3,NA,NA,NA
AAD_brokeeast_135_1,AAD_brokeeast_135_1_234641,Chordata,Actinopteri,Myctophiformes,Myctophidae,Krefftichthys anderssoni,HumanObservation,1,5.02E-05,n_m3,NA,NA,NA
AAD_brokeeast_137_1,AAD_brokeeast_137_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,0.000121943,n_m3,NA,NA,NA
AAD_brokeeast_137_1,AAD_brokeeast_137_1_234638,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona carlsbergi,HumanObservation,3,0.00036583,n_m3,NA,NA,NA
AAD_brokeeast_137_1,AAD_brokeeast_137_1_234641,Chordata,Actinopteri,Myctophiformes,Myctophidae,Krefftichthys anderssoni,HumanObservation,2,0.000243887,n_m3,NA,NA,NA
AAD_brokeeast_137_1,AAD_brokeeast_137_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,4,0.000487773,n_m3,NA,NA,NA
AAD_brokeeast_138_1,AAD_brokeeast_138_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,40,0.004043128,n_m3,NA,NA,NA
AAD_brokeeast_14_1,AAD_brokeeast_14_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,9,0.001135929,n_m3,NA,NA,NA
AAD_brokeeast_14_1,AAD_brokeeast_14_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000504857,n_m3,NA,NA,NA
AAD_brokeeast_141_1,AAD_brokeeast_141_1_234638,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona carlsbergi,HumanObservation,1,6.25E-05,n_m3,NA,NA,NA
AAD_brokeeast_142_1,AAD_brokeeast_142_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,0.000129001,n_m3,NA,NA,NA
AAD_brokeeast_142_1,AAD_brokeeast_142_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,0.000129001,n_m3,NA,NA,NA
AAD_brokeeast_143_1,AAD_brokeeast_143_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,0.000145721,n_m3,NA,NA,NA
AAD_brokeeast_143_1,AAD_brokeeast_143_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,1,7.29E-05,n_m3,NA,NA,NA
AAD_brokeeast_149_1,AAD_brokeeast_149_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000195815,n_m3,NA,NA,NA
AAD_brokeeast_149_1,AAD_brokeeast_149_1_234821,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus nicholsi,HumanObservation,1,6.53E-05,n_m3,NA,NA,NA
AAD_brokeeast_15_1,AAD_brokeeast_15_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,32,0.004399593,n_m3,NA,NA,NA
AAD_brokeeast_150_1,AAD_brokeeast_150_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,9.06E-05,n_m3,NA,NA,NA
AAD_brokeeast_150_1,AAD_brokeeast_150_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,4,0.000362318,n_m3,NA,NA,NA
AAD_brokeeast_152_1,AAD_brokeeast_152_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,7,0.000584233,n_m3,NA,NA,NA
AAD_brokeeast_152_1,AAD_brokeeast_152_1_234834,Chordata,Actinopteri,Perciformes,Bathydraconidae,Cygnodraco mawsoni,HumanObservation,3,0.000250385,n_m3,NA,NA,NA
AAD_brokeeast_152_1,AAD_brokeeast_152_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,23,0.001919621,n_m3,NA,NA,NA
AAD_brokeeast_153_1,AAD_brokeeast_153_1_234828,Chordata,Actinopteri,Perciformes,Nototheniidae,Trematomus loennbergii,HumanObservation,1,6.60E-05,n_m3,NA,NA,NA
AAD_brokeeast_153_1,AAD_brokeeast_153_1_234834,Chordata,Actinopteri,Perciformes,Bathydraconidae,Cygnodraco mawsoni,HumanObservation,1,6.60E-05,n_m3,NA,NA,NA
AAD_brokeeast_153_1,AAD_brokeeast_153_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,388,0.025591152,n_m3,NA,NA,NA
AAD_brokeeast_154_1,AAD_brokeeast_154_1_151398,Chordata,Actinopteri,Perciformes,Artedidraconidae,Artedidraconidae,HumanObservation,1,0.000257759,n_m3,NA,NA,NA
AAD_brokeeast_154_1,AAD_brokeeast_154_1_234795,Chordata,Actinopteri,Perciformes,Channichthyidae,Chionodraco hamatus,HumanObservation,2,0.000515517,n_m3,NA,NA,NA
AAD_brokeeast_154_1,AAD_brokeeast_154_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,52,0.013403444,n_m3,NA,NA,NA
AAD_brokeeast_155_1,AAD_brokeeast_155_1_234609,Chordata,Actinopteri,Perciformes,Channichthyidae,Chaenodraco wilsoni,HumanObservation,1,0.000134314,n_m3,NA,NA,NA
AAD_brokeeast_155_1,AAD_brokeeast_155_1_234834,Chordata,Actinopteri,Perciformes,Bathydraconidae,Cygnodraco mawsoni,HumanObservation,1,0.000134314,n_m3,NA,NA,NA
AAD_brokeeast_155_1,AAD_brokeeast_155_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,13,0.001746084,n_m3,NA,NA,NA
AAD_brokeeast_156_1,AAD_brokeeast_156_1_234609,Chordata,Actinopteri,Perciformes,Channichthyidae,Chaenodraco wilsoni,HumanObservation,1,0.000274139,n_m3,NA,NA,NA
AAD_brokeeast_156_1,AAD_brokeeast_156_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,11,0.003015533,n_m3,NA,NA,NA
AAD_brokeeast_157_1,AAD_brokeeast_157_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,146,0.020337689,n_m3,NA,NA,NA
AAD_brokeeast_158_1,AAD_brokeeast_158_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,24,0.008010307,n_m3,NA,NA,NA
AAD_brokeeast_159_1,AAD_brokeeast_159_1_234799,Chordata,Actinopteri,Perciformes,Bathydraconidae,Racovitzia glacialis,HumanObservation,1,0.000209669,n_m3,NA,NA,NA
AAD_brokeeast_16_1,AAD_brokeeast_16_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,0.000712898,n_m3,NA,NA,NA
AAD_brokeeast_160_1,AAD_brokeeast_160_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,42,0.005840853,n_m3,NA,NA,NA
AAD_brokeeast_160_1,AAD_brokeeast_160_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,20,0.002781359,n_m3,NA,NA,NA
AAD_brokeeast_161_1,AAD_brokeeast_161_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,12,0.001018914,n_m3,NA,NA,NA
AAD_brokeeast_161_1,AAD_brokeeast_161_1_234714,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum bolini,HumanObservation,1,8.49E-05,n_m3,NA,NA,NA
AAD_brokeeast_163_1,AAD_brokeeast_163_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,1,0.000103058,n_m3,NA,NA,NA
AAD_brokeeast_166_1,AAD_brokeeast_166_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,10,0.000978933,n_m3,NA,NA,NA
AAD_brokeeast_166_1,AAD_brokeeast_166_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,5,0.000489467,n_m3,NA,NA,NA
AAD_brokeeast_167_1,AAD_brokeeast_167_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,8,0.000475146,n_m3,NA,NA,NA
AAD_brokeeast_167_1,AAD_brokeeast_167_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,2,0.000118787,n_m3,NA,NA,NA
AAD_brokeeast_168_1,AAD_brokeeast_168_1_234641,Chordata,Actinopteri,Myctophiformes,Myctophidae,Krefftichthys anderssoni,HumanObservation,1,8.85E-05,n_m3,NA,NA,NA
AAD_brokeeast_170_1,AAD_brokeeast_170_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,7,0.003009329,n_m3,NA,NA,NA
AAD_brokeeast_171_1,AAD_brokeeast_171_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,6,0.001437715,n_m3,NA,NA,NA
AAD_brokeeast_172_1,AAD_brokeeast_172_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000224864,n_m3,NA,NA,NA
AAD_brokeeast_2_1,AAD_brokeeast_2_1_234665,Chordata,Actinopteri,Perciformes,Nototheniidae,Trematomus scotti,HumanObservation,1,0.000112972,n_m3,NA,NA,NA
AAD_brokeeast_2_1,AAD_brokeeast_2_1_234828,Chordata,Actinopteri,Perciformes,Nototheniidae,Trematomus loennbergii,HumanObservation,1,0.000112972,n_m3,NA,NA,NA
AAD_brokeeast_2_1,AAD_brokeeast_2_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,2,0.000225944,n_m3,NA,NA,NA
AAD_brokeeast_23_1,AAD_brokeeast_23_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000368423,n_m3,NA,NA,NA
AAD_brokeeast_23_1,AAD_brokeeast_23_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,0.000245615,n_m3,NA,NA,NA
AAD_brokeeast_24_1,AAD_brokeeast_24_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,17,0.000990248,n_m3,NA,NA,NA
AAD_brokeeast_24_1,AAD_brokeeast_24_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,7,0.000407749,n_m3,NA,NA,NA
AAD_brokeeast_25_1,AAD_brokeeast_25_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,7,0.00072817,n_m3,NA,NA,NA
AAD_brokeeast_27_1,AAD_brokeeast_27_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,14,0.001690178,n_m3,NA,NA,NA
AAD_brokeeast_27_1,AAD_brokeeast_27_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,0.000120727,n_m3,NA,NA,NA
AAD_brokeeast_28_1,AAD_brokeeast_28_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,4.37E-05,n_m3,NA,NA,NA
AAD_brokeeast_28_1,AAD_brokeeast_28_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,17,0.000743515,n_m3,NA,NA,NA
AAD_brokeeast_29_1,AAD_brokeeast_29_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000684082,n_m3,NA,NA,NA
AAD_brokeeast_29_1,AAD_brokeeast_29_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,2,0.000456055,n_m3,NA,NA,NA
AAD_brokeeast_31_1,AAD_brokeeast_31_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,3,0.000191952,n_m3,NA,NA,NA
AAD_brokeeast_31_1,AAD_brokeeast_31_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,2,0.000127968,n_m3,NA,NA,NA
AAD_brokeeast_33_1,AAD_brokeeast_33_1_151398,Chordata,Actinopteri,Perciformes,Artedidraconidae,Artedidraconidae,HumanObservation,1,0.000223217,n_m3,NA,NA,NA
AAD_brokeeast_33_1,AAD_brokeeast_33_1_234720,Chordata,Actinopteri,Perciformes,Channichthyidae,Cryodraco antarcticus,HumanObservation,1,0.000223217,n_m3,NA,NA,NA
AAD_brokeeast_34_1,AAD_brokeeast_34_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,34,0.002836991,n_m3,NA,NA,NA
AAD_brokeeast_35_1,AAD_brokeeast_35_1_151398,Chordata,Actinopteri,Perciformes,Artedidraconidae,Artedidraconidae,HumanObservation,1,0.000136714,n_m3,NA,NA,NA
AAD_brokeeast_35_1,AAD_brokeeast_35_1_234796,Chordata,Actinopteri,Perciformes,Channichthyidae,Pagetopsis maculatus,HumanObservation,1,0.000136714,n_m3,NA,NA,NA
AAD_brokeeast_35_1,AAD_brokeeast_35_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,27,0.003691268,n_m3,NA,NA,NA
AAD_brokeeast_36_1,AAD_brokeeast_36_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,117,0.020468358,n_m3,NA,NA,NA
AAD_brokeeast_37_1,AAD_brokeeast_37_1_234821,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus nicholsi,HumanObservation,1,8.71E-05,n_m3,NA,NA,NA
AAD_brokeeast_37_1,AAD_brokeeast_37_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,6,0.00052274,n_m3,NA,NA,NA
AAD_brokeeast_38_1,AAD_brokeeast_38_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,20,0.002357579,n_m3,NA,NA,NA
AAD_brokeeast_38_1,AAD_brokeeast_38_1_234795,Chordata,Actinopteri,Perciformes,Channichthyidae,Chionodraco hamatus,HumanObservation,1,0.000117879,n_m3,NA,NA,NA
AAD_brokeeast_38_1,AAD_brokeeast_38_1_234799,Chordata,Actinopteri,Perciformes,Bathydraconidae,Racovitzia glacialis,HumanObservation,1,0.000117879,n_m3,NA,NA,NA
AAD_brokeeast_38_1,AAD_brokeeast_38_1_234788,Chordata,Actinopteri,Perciformes,Nototheniidae,Lepidonotothen squamifrons,HumanObservation,1,0.000117879,n_m3,NA,NA,NA
AAD_brokeeast_39_1,AAD_brokeeast_39_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,14,0.003844242,n_m3,NA,NA,NA
AAD_brokeeast_41_1,AAD_brokeeast_41_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000320729,n_m3,NA,NA,NA
AAD_brokeeast_45_1,AAD_brokeeast_45_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,1,8.93E-05,n_m3,NA,NA,NA
AAD_brokeeast_46_1,AAD_brokeeast_46_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,6,0.000718484,n_m3,NA,NA,NA
AAD_brokeeast_47_1,AAD_brokeeast_47_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,2,0.000171871,n_m3,NA,NA,NA
AAD_brokeeast_50_1,AAD_brokeeast_50_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,8.11E-05,n_m3,NA,NA,NA
AAD_brokeeast_51_1,AAD_brokeeast_51_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,0.000278709,n_m3,NA,NA,NA
AAD_brokeeast_53_1,AAD_brokeeast_53_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,0.000158276,n_m3,NA,NA,NA
AAD_brokeeast_53_1,AAD_brokeeast_53_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,0.000158276,n_m3,NA,NA,NA
AAD_brokeeast_54_1,AAD_brokeeast_54_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,5.30E-05,n_m3,NA,NA,NA
AAD_brokeeast_55_1,AAD_brokeeast_55_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,4,0.000374267,n_m3,NA,NA,NA
AAD_brokeeast_56_1,AAD_brokeeast_56_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,4,0.000919409,n_m3,NA,NA,NA
AAD_brokeeast_57_1,AAD_brokeeast_57_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000717794,n_m3,NA,NA,NA
AAD_brokeeast_58_1,AAD_brokeeast_58_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,7.40E-05,n_m3,NA,NA,NA
AAD_brokeeast_58_1,AAD_brokeeast_58_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000296054,n_m3,NA,NA,NA
AAD_brokeeast_59_1,AAD_brokeeast_59_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,12,0.000522625,n_m3,NA,NA,NA
AAD_brokeeast_59_1,AAD_brokeeast_59_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000174208,n_m3,NA,NA,NA
AAD_brokeeast_6_1,AAD_brokeeast_6_1_151398,Chordata,Actinopteri,Perciformes,Artedidraconidae,Artedidraconidae,HumanObservation,1,4.39E-05,n_m3,NA,NA,NA
AAD_brokeeast_6_1,AAD_brokeeast_6_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,4.39E-05,n_m3,NA,NA,NA
AAD_brokeeast_64_1,AAD_brokeeast_64_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,2,0.000159457,n_m3,NA,NA,NA
AAD_brokeeast_65_1,AAD_brokeeast_65_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,9.53E-05,n_m3,NA,NA,NA
AAD_brokeeast_66_1,AAD_brokeeast_66_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,28,0.002813957,n_m3,NA,NA,NA
AAD_brokeeast_68_1,AAD_brokeeast_68_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,0.00022476,n_m3,NA,NA,NA
AAD_brokeeast_68_1,AAD_brokeeast_68_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,2,0.00022476,n_m3,NA,NA,NA
AAD_brokeeast_68_1,AAD_brokeeast_68_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,0.00022476,n_m3,NA,NA,NA
AAD_brokeeast_68_1,AAD_brokeeast_68_1_234821,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus nicholsi,HumanObservation,1,0.00011238,n_m3,NA,NA,NA
AAD_brokeeast_69_1,AAD_brokeeast_69_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,5,0.000283892,n_m3,NA,NA,NA
AAD_brokeeast_70_1,AAD_brokeeast_70_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,7,0.000835091,n_m3,NA,NA,NA
AAD_brokeeast_70_1,AAD_brokeeast_70_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,10,0.001192987,n_m3,NA,NA,NA
AAD_brokeeast_71_1,AAD_brokeeast_71_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,0.000168133,n_m3,NA,NA,NA
AAD_brokeeast_71_1,AAD_brokeeast_71_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,6,0.0005044,n_m3,NA,NA,NA
