eventID,occurrenceID,phylum,class,order,family,scientificName,basisOfRecord,individualCount,organismQuantity,organismQuantityType,occurrenceRemarks,rightsHolder,reference
AMLR2015_X0003_7999_1,AMLR2015_X0003_7999_1_125498,Chordata,Actinopteri,Myctophiformes,Myctophidae,Myctophidae,HumanObservation,9,0.00298114,n_m3,NA,NA,NA
AMLR2015_X0003_7999_1,AMLR2015_X0003_7999_1_125821,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona,HumanObservation,26,0.008612183,n_m3,NA,NA,NA
AMLR2015_X0003_7999_1,AMLR2015_X0003_7999_1_234641,Chordata,Actinopteri,Myctophiformes,Myctophidae,Krefftichthys anderssoni,HumanObservation,6,0.001987427,n_m3,NA,NA,NA
AMLR2015_X0003_7999_1,AMLR2015_X0003_7999_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,0.000331238,n_m3,NA,NA,NA
AMLR2015_X0003_7999_1,AMLR2015_X0003_7999_1_843664,Chordata,Actinopteri,NA,NA,Actinopteri,HumanObservation,89,0.029480163,n_m3,NA,NA,NA
AMLR2015_X0004_8000_1,AMLR2015_X0004_8000_1_125498,Chordata,Actinopteri,Myctophiformes,Myctophidae,Myctophidae,HumanObservation,5,0.001064596,n_m3,NA,NA,NA
AMLR2015_X0004_8000_1,AMLR2015_X0004_8000_1_125821,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona,HumanObservation,9,0.001916273,n_m3,NA,NA,NA
AMLR2015_X0004_8000_1,AMLR2015_X0004_8000_1_843664,Chordata,Actinopteri,NA,NA,Actinopteri,HumanObservation,83,0.017672299,n_m3,NA,NA,NA
AWI__1,AWI__1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,6,NA,n_m3,NA,NA,NA
AWI__1,AWI__1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,NA,n_m3,NA,NA,NA
AWI_PS65_607-1_1,AWI_PS65_607-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,0.000107207,n_m3,NA,NA,NA
AWI_PS65_607-1_2,AWI_PS65_607-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,NA,n_m3,NA,NA,NA
AWI_PS65_608-1_1,AWI_PS65_608-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,12,0.000588298,n_m3,NA,NA,NA
AWI_PS65_608-1_1,AWI_PS65_608-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,2,9.80E-05,n_m3,NA,NA,NA
AWI_PS65_608-1_1,AWI_PS65_608-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,7,0.000343174,n_m3,NA,NA,NA
AWI_PS65_608-1_2,AWI_PS65_608-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_608-1_2,AWI_PS65_608-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,3,NA,n_m3,NA,NA,NA
AWI_PS65_609-1_1,AWI_PS65_609-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,3,0.000127295,n_m3,NA,NA,NA
AWI_PS65_610-1_1,AWI_PS65_610-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,11,0.000430803,n_m3,NA,NA,NA
AWI_PS65_610-1_1,AWI_PS65_610-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,2,7.83E-05,n_m3,NA,NA,NA
AWI_PS65_611-1_1,AWI_PS65_611-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,15,0.000710917,n_m3,NA,NA,NA
AWI_PS65_611-1_1,AWI_PS65_611-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,1,4.74E-05,n_m3,NA,NA,NA
AWI_PS65_613-1_1,AWI_PS65_613-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,4,0.000245217,n_m3,NA,NA,NA
AWI_PS65_613-1_2,AWI_PS65_613-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,NA,n_m3,NA,NA,NA
AWI_PS65_614-1_1,AWI_PS65_614-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,4,0.000185805,n_m3,NA,NA,NA
AWI_PS65_614-1_1,AWI_PS65_614-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000185805,n_m3,NA,NA,NA
AWI_PS65_614-1_2,AWI_PS65_614-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,NA,n_m3,NA,NA,NA
AWI_PS65_614-1_2,AWI_PS65_614-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_615-1_1,AWI_PS65_615-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,8.39E-05,n_m3,NA,NA,NA
AWI_PS65_615-1_1,AWI_PS65_615-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,5,0.000209758,n_m3,NA,NA,NA
AWI_PS65_615-1_2,AWI_PS65_615-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_615-1_2,AWI_PS65_615-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_616-1_1,AWI_PS65_616-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,51,0.00311432,n_m3,NA,NA,NA
AWI_PS65_616-1_1,AWI_PS65_616-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,9,0.000549586,n_m3,NA,NA,NA
AWI_PS65_617-1_1,AWI_PS65_617-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,46,0.002028829,n_m3,NA,NA,NA
AWI_PS65_618-1_1,AWI_PS65_618-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,5.27E-05,n_m3,NA,NA,NA
AWI_PS65_619-2_2,AWI_PS65_619-2_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_619-2_2,AWI_PS65_619-2_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_620-1_1,AWI_PS65_620-1_1_234788,Chordata,Actinopteri,Perciformes,Nototheniidae,Lepidonotothen squamifrons,HumanObservation,1,3.80E-05,n_m3,NA,NA,NA
AWI_PS65_621-1_1,AWI_PS65_621-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,17,0.000461421,n_m3,NA,NA,NA
AWI_PS65_621-1_1,AWI_PS65_621-1_1_234631,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Bathylagus antarcticus,HumanObservation,29,0.000787131,n_m3,NA,NA,NA
AWI_PS65_621-1_1,AWI_PS65_621-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,14,0.000379994,n_m3,NA,NA,NA
AWI_PS65_621-2_2,AWI_PS65_621-2_2_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_622-1_1,AWI_PS65_622-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,4,0.00014137,n_m3,NA,NA,NA
AWI_PS65_622-1_1,AWI_PS65_622-1_1_234552,Chordata,Actinopteri,Perciformes,Bathydraconidae,Bathydraco,HumanObservation,1,3.53E-05,n_m3,NA,NA,NA
AWI_PS65_623-1_1,AWI_PS65_623-1_1_234572,Chordata,Actinopteri,Perciformes,Channichthyidae,Channichthys,HumanObservation,1,2.72E-05,n_m3,NA,NA,NA
AWI_PS65_623-1_1,AWI_PS65_623-1_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,8,0.000217241,n_m3,NA,NA,NA
AWI_PS65_623-1_2,AWI_PS65_623-1_2_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,2,NA,n_m3,NA,NA,NA
AWI_PS65_624-1_1,AWI_PS65_624-1_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,12,0.000485524,n_m3,NA,NA,NA
AWI_PS65_624-1_2,AWI_PS65_624-1_2_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,2,NA,n_m3,NA,NA,NA
AWI_PS65_625-3_1,AWI_PS65_625-3_1_234552,Chordata,Actinopteri,Perciformes,Bathydraconidae,Bathydraco,HumanObservation,1,4.86E-05,n_m3,NA,NA,NA
AWI_PS65_625-3_1,AWI_PS65_625-3_1_234572,Chordata,Actinopteri,Perciformes,Channichthyidae,Channichthys,HumanObservation,2,9.72E-05,n_m3,NA,NA,NA
AWI_PS65_625-3_1,AWI_PS65_625-3_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,130,0.006318323,n_m3,NA,NA,NA
AWI_PS65_625-3_2,AWI_PS65_625-3_2_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,16,NA,n_m3,NA,NA,NA
AWI_PS65_626-1_1,AWI_PS65_626-1_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,41,0.002698809,n_m3,NA,NA,NA
AWI_PS65_626-1_2,AWI_PS65_626-1_2_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,7,NA,n_m3,NA,NA,NA
AWI_PS65_627-1_1,AWI_PS65_627-1_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,53,0.00137028,n_m3,NA,NA,NA
AWI_PS65_627-1_2,AWI_PS65_627-1_2_234532,Chordata,Actinopteri,Perciformes,Nototheniidae,Notothenia,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_627-1_2,AWI_PS65_627-1_2_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,9,NA,n_m3,NA,NA,NA
AWI_PS65_628-1_1,AWI_PS65_628-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,15,0.000471028,n_m3,NA,NA,NA
AWI_PS65_628-1_1,AWI_PS65_628-1_1_712788,Chordata,Actinopteri,Perciformes,Nototheniidae,Pleuragramma antarctica,HumanObservation,2,6.28E-05,n_m3,NA,NA,NA
AWI_PS65_629-3_1,AWI_PS65_629-3_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,9,0.000342596,n_m3,NA,NA,NA
AWI_PS65_630-1_1,AWI_PS65_630-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,7,0.000227112,n_m3,NA,NA,NA
AWI_PS65_630-1_1,AWI_PS65_630-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,1,3.24E-05,n_m3,NA,NA,NA
AWI_PS65_631-1_1,AWI_PS65_631-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,4,0.000190847,n_m3,NA,NA,NA
AWI_PS65_631-1_1,AWI_PS65_631-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,7,0.000333983,n_m3,NA,NA,NA
AWI_PS65_631-1_1,AWI_PS65_631-1_1_843664,Chordata,Actinopteri,NA,NA,Actinopteri,HumanObservation,1,4.77E-05,n_m3,NA,NA,NA
AWI_PS65_632-1_1,AWI_PS65_632-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000121879,n_m3,NA,NA,NA
AWI_PS65_632-1_1,AWI_PS65_632-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000162506,n_m3,NA,NA,NA
AWI_PS65_633-1_1,AWI_PS65_633-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,25,0.001501141,n_m3,NA,NA,NA
AWI_PS65_633-1_1,AWI_PS65_633-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,1,6.00E-05,n_m3,NA,NA,NA
AWI_PS65_633-1_1,AWI_PS65_633-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,11,0.000660502,n_m3,NA,NA,NA
AWI_PS65_633-1_2,AWI_PS65_633-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_633-1_2,AWI_PS65_633-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_634-1_1,AWI_PS65_634-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,72,0.003588246,n_m3,NA,NA,NA
AWI_PS65_634-2_1,AWI_PS65_634-2_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,64,0.004644994,n_m3,NA,NA,NA
AWI_PS65_634-2_1,AWI_PS65_634-2_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,1,7.26E-05,n_m3,NA,NA,NA
AWI_PS65_636-1_1,AWI_PS65_636-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,6.89E-05,n_m3,NA,NA,NA
AWI_PS65_636-1_1,AWI_PS65_636-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,6.89E-05,n_m3,NA,NA,NA
AWI_PS65_636-1_2,AWI_PS65_636-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_636-1_2,AWI_PS65_636-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_637-1_1,AWI_PS65_637-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,4,0.000185996,n_m3,NA,NA,NA
AWI_PS65_637-1_1,AWI_PS65_637-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,12,0.000557989,n_m3,NA,NA,NA
AWI_PS65_637-1_2,AWI_PS65_637-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,NA,n_m3,NA,NA,NA
AWI_PS65_637-1_2,AWI_PS65_637-1_2_843664,Chordata,Actinopteri,NA,NA,Actinopteri,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_638-1_1,AWI_PS65_638-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,39,0.001342335,n_m3,NA,NA,NA
AWI_PS65_638-1_1,AWI_PS65_638-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,2,6.88E-05,n_m3,NA,NA,NA
AWI_PS65_638-1_1,AWI_PS65_638-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,12,0.000413026,n_m3,NA,NA,NA
AWI_PS65_639-3_1,AWI_PS65_639-3_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,46,0.002284239,n_m3,NA,NA,NA
AWI_PS65_640-1_1,AWI_PS65_640-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,32,0.001398596,n_m3,NA,NA,NA
AWI_PS65_640-1_1,AWI_PS65_640-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,1,4.37E-05,n_m3,NA,NA,NA
AWI_PS65_640-1_1,AWI_PS65_640-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000174825,n_m3,NA,NA,NA
AWI_PS65_641-1_1,AWI_PS65_641-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,5.18E-05,n_m3,NA,NA,NA
AWI_PS65_642-1_1,AWI_PS65_642-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,5.17E-05,n_m3,NA,NA,NA
AWI_PS65_642-1_1,AWI_PS65_642-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,0.000103415,n_m3,NA,NA,NA
AWI_PS65_642-1_2,AWI_PS65_642-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_643-1_1,AWI_PS65_643-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000133724,n_m3,NA,NA,NA
AWI_PS65_643-1_1,AWI_PS65_643-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000178299,n_m3,NA,NA,NA
AWI_PS65_644-1_1,AWI_PS65_644-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,27,0.001535144,n_m3,NA,NA,NA
AWI_PS65_644-1_1,AWI_PS65_644-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,3,0.000170572,n_m3,NA,NA,NA
AWI_PS65_644-1_1,AWI_PS65_644-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,10,0.000568572,n_m3,NA,NA,NA
AWI_PS65_644-1_2,AWI_PS65_644-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,NA,n_m3,NA,NA,NA
AWI_PS65_645-1_1,AWI_PS65_645-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,20,0.00131337,n_m3,NA,NA,NA
AWI_PS65_645-1_1,AWI_PS65_645-1_1_234631,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Bathylagus antarcticus,HumanObservation,3,0.000197006,n_m3,NA,NA,NA
AWI_PS65_645-1_1,AWI_PS65_645-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,5,0.000328343,n_m3,NA,NA,NA
AWI_PS65_645-2_1,AWI_PS65_645-2_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,22,0.0009518,n_m3,NA,NA,NA
AWI_PS65_645-2_1,AWI_PS65_645-2_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,3,0.000129791,n_m3,NA,NA,NA
AWI_PS65_646-3_1,AWI_PS65_646-3_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,10,0.000575341,n_m3,NA,NA,NA
AWI_PS65_646-3_1,AWI_PS65_646-3_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000230136,n_m3,NA,NA,NA
AWI_PS65_647-1_1,AWI_PS65_647-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,3,0.000216042,n_m3,NA,NA,NA
AWI_PS65_647-1_1,AWI_PS65_647-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000288056,n_m3,NA,NA,NA
AWI_PS65_648-1_1,AWI_PS65_648-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,20,0.001185709,n_m3,NA,NA,NA
AWI_PS65_648-1_1,AWI_PS65_648-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,5,0.000296427,n_m3,NA,NA,NA
AWI_PS65_648-1_1,AWI_PS65_648-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,9,0.000533569,n_m3,NA,NA,NA
AWI_PS65_648-1_2,AWI_PS65_648-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,NA,n_m3,NA,NA,NA
AWI_PS65_649-1_1,AWI_PS65_649-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,30,0.001637018,n_m3,NA,NA,NA
AWI_PS65_649-1_1,AWI_PS65_649-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,3,0.000163702,n_m3,NA,NA,NA
AWI_PS65_649-1_2,AWI_PS65_649-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,NA,n_m3,NA,NA,NA
AWI_PS65_650-1_1,AWI_PS65_650-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,28,0.001619856,n_m3,NA,NA,NA
AWI_PS65_650-1_1,AWI_PS65_650-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,4,0.000231408,n_m3,NA,NA,NA
AWI_PS65_651-1_1,AWI_PS65_651-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,4,0.000186103,n_m3,NA,NA,NA
AWI_PS65_651-1_1,AWI_PS65_651-1_1_843664,Chordata,Actinopteri,NA,NA,Actinopteri,HumanObservation,3,0.000139577,n_m3,NA,NA,NA
AWI_PS65_652-1_1,AWI_PS65_652-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,7,0.000384297,n_m3,NA,NA,NA
AWI_PS65_652-1_1,AWI_PS65_652-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,6,0.000329397,n_m3,NA,NA,NA
AWI_PS65_652-1_2,AWI_PS65_652-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,2,NA,n_m3,NA,NA,NA
AWI_PS65_652-1_2,AWI_PS65_652-1_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,3,NA,n_m3,NA,NA,NA
AWI_PS65_652-1_2,AWI_PS65_652-1_2_843664,Chordata,Actinopteri,NA,NA,Actinopteri,HumanObservation,8,NA,n_m3,NA,NA,NA
AWI_PS65_653-1_1,AWI_PS65_653-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,7,0.00031935,n_m3,NA,NA,NA
AWI_PS65_653-1_1,AWI_PS65_653-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,4.56E-05,n_m3,NA,NA,NA
AWI_PS65_653-1_2,AWI_PS65_653-1_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,6,NA,n_m3,NA,NA,NA
AWI_PS65_653-1_2,AWI_PS65_653-1_2_843664,Chordata,Actinopteri,NA,NA,Actinopteri,HumanObservation,7,NA,n_m3,NA,NA,NA
AWI_PS65_654-1_1,AWI_PS65_654-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,11,0.000563408,n_m3,NA,NA,NA
AWI_PS65_654-1_1,AWI_PS65_654-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,10,0.000512189,n_m3,NA,NA,NA
AWI_PS65_655-1_1,AWI_PS65_655-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,48,0.002219757,n_m3,NA,NA,NA
AWI_PS65_655-1_1,AWI_PS65_655-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,10,0.000462449,n_m3,NA,NA,NA
AWI_PS65_656-1_1,AWI_PS65_656-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,11,0.000605039,n_m3,NA,NA,NA
AWI_PS65_656-1_1,AWI_PS65_656-1_1_234631,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Bathylagus antarcticus,HumanObservation,2,0.000110007,n_m3,NA,NA,NA
AWI_PS65_656-1_1,AWI_PS65_656-1_1_234642,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus braueri,HumanObservation,2,0.000110007,n_m3,NA,NA,NA
AWI_PS65_657-1_1,AWI_PS65_657-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,25,0.001444335,n_m3,NA,NA,NA
AWI_PS65_658-1_1,AWI_PS65_658-1_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,10,0.000473945,n_m3,NA,NA,NA
AWI_PS65_658-1_1,AWI_PS65_658-1_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,9.48E-05,n_m3,NA,NA,NA
AWI_PS65_659-2_1,AWI_PS65_659-2_1_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,1,4.62E-05,n_m3,NA,NA,NA
AWI_PS65_659-2_1,AWI_PS65_659-2_1_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,2,9.25E-05,n_m3,NA,NA,NA
AWI_PS65_659-2_2,AWI_PS65_659-2_2_217697,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona antarctica,HumanObservation,8,NA,n_m3,NA,NA,NA
AWI_PS65_659-2_2,AWI_PS65_659-2_2_234695,Chordata,Actinopteri,Aulopiformes,Paralepididae,Notolepis coatsi,HumanObservation,1,NA,n_m3,NA,NA,NA
