Family;Genus;Species;Year;Sub-Region;Month;Season;Period;Gear_Name;Catchability;Tot.Weight_(t);Tot.Density_(t/km2);Volume_(m3);Surface_(m2);Mean_Depth_Catch;Case;Reference,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2008;Ion;NA;NA;NA;GOC;0.16;29;0.0019585621;NA;0.09571044;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2008;West;NA;NA;NA;GOC;0.16;107;0.0070883297;NA;0.0991195846153846;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2009;Adri;NA;NA;NA;GOC;0.16;463;0.05077975;NA;0.08716465;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2009;Ion;NA;NA;NA;GOC;0.16;53;0.003669902;NA;0.0901694;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2009;West;NA;NA;NA;GOC;0.16;142;0.0087156959;NA;0.102681523076923;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2010;Adri;NA;NA;NA;GOC;0.16;11;0.000683792;NA;0.100443;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2010;Ion;NA;NA;NA;GOC;0.16;14;0.0009439095;NA;0.09265065;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2010;West;NA;NA;NA;GOC;0.16;177;0.0125149378;NA;0.09426584;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2011;Adri;NA;NA;NA;GOC;0.16;17;0.001119856;NA;0.09424715;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2011;Ion;NA;NA;NA;GOC;0.16;110;0.006715105;NA;0.094149425;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2011;West;NA;NA;NA;GOC;0.16;109;0.007540424;NA;0.0914813;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;1995;East;NA;NA;NA;GOC;0.16;152;0.010785149;NA;0.0879222;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;1995;West;NA;NA;NA;GOC;0.16;38;0.002381772;NA;0.0974321166666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;1996;Adri;NA;NA;NA;GOC;0.16;10;0.000691159;NA;0.0904278;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;1997;West;NA;NA;NA;GOC;0.16;13;0.00084045;NA;0.0966744;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;1998;Adri;NA;NA;NA;GOC;0.16;6;0.0003879;NA;0.0966744;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;1998;East;NA;NA;NA;GOC;0.16;1;7.47079e-05;NA;0.0836592;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;1999;East;NA;NA;NA;GOC;0.16;38;0.002784278;NA;0.0852827666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;1999;West;NA;NA;NA;GOC;0.16;14;0.001008254;NA;0.0798918;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2000;East;NA;NA;NA;GOC;0.16;4;0.0003575278;NA;0.0745776333333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2000;West;NA;NA;NA;GOC;0.16;26;0.001691526;NA;0.0946707;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2001;West;NA;NA;NA;GOC;0.16;7;0.0004222041;NA;0.105815625;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2002;West;NA;NA;NA;GOC;0.16;2;0.000179428;NA;0.069666;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2003;West;NA;NA;NA;GOC;0.16;2;0.000102567;NA;0.121871;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2005;West;NA;NA;NA;GOC;0.16;5;0.000329397;NA;0.0942204;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2006;East;NA;NA;NA;GOC;0.16;7;0.0004296;NA;0.1109089;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2006;Ion;NA;NA;NA;GOC;0.16;110;0.006685058;NA;0.1029712;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2008;East;NA;NA;NA;GOC;0.16;10;0.000582154;NA;0.10736;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2009;Ion;NA;NA;NA;GOC;0.16;1;6.92625e-05;NA;0.0902364;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2009;West;NA;NA;NA;GOC;0.16;3;0.000196568;NA;0.0953868;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2010;West;NA;NA;NA;GOC;0.16;11;0.000681381;NA;0.1026507;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;holti;2011;West;NA;NA;NA;GOC;0.16;23;0.001526593;NA;0.08325405;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1994;East;NA;NA;NA;GOC;0.16;51;0.004774233;NA;0.069686;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1994;West;NA;NA;NA;GOC;0.16;115;0.008262264;NA;0.08513572;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1995;East;NA;NA;NA;GOC;0.16;137;0.0083992577;NA;0.091959;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1995;West;NA;NA;NA;GOC;0.16;123;0.008398266;NA;0.08348828;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1996;Adri;NA;NA;NA;GOC;0.16;78;0.005294156;NA;0.084294298;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1996;East;NA;NA;NA;GOC;0.16;365;0.028314293;NA;0.07305416;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1996;Ion;NA;NA;NA;GOC;0.16;7;0.000468138;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1996;West;NA;NA;NA;GOC;0.16;238;0.015937421;NA;0.09384985;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1997;East;NA;NA;NA;GOC;0.16;57;0.003996654;NA;0.0890793;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1997;West;NA;NA;NA;GOC;0.16;255;0.01697309;NA;0.0939956222222222;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1998;Adri;NA;NA;NA;GOC;0.16;4;0.00027705;NA;0.0902364;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1998;East;NA;NA;NA;GOC;0.16;77;0.005495785;NA;0.0886124;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1998;West;NA;NA;NA;GOC;0.16;674;0.046112944;NA;0.0932705333333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1999;East;NA;NA;NA;GOC;0.16;287;0.0297537;NA;0.0802827666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;1999;West;NA;NA;NA;GOC;0.16;395;0.026125717;NA;0.0932537;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2000;East;NA;NA;NA;GOC;0.16;291;0.025342596;NA;0.0722057166666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2000;West;NA;NA;NA;GOC;0.16;185;0.011629039;NA;0.09993624;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2001;East;NA;NA;NA;GOC;0.16;205;0.014408659;NA;0.0942993;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2001;West;NA;NA;NA;GOC;0.16;70;0.004075113;NA;0.1061697;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2002;West;NA;NA;NA;GOC;0.16;68;0.004156212;NA;0.10292655;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2003;East;NA;NA;NA;GOC;0.16;45;0.003880834;NA;0.0808209;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2003;West;NA;NA;NA;GOC;0.16;185;0.010482116;NA;0.108805;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2004;East;NA;NA;NA;GOC;0.16;46;0.003092923;NA;0.09103298;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2004;Ion;NA;NA;NA;GOC;0.16;20;0.001273291;NA;0.0981708;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2004;West;NA;NA;NA;GOC;0.16;250;0.015584291;NA;0.10528914;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2005;East;NA;NA;NA;GOC;0.16;10;0.000655344;NA;0.0953926;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2005;Ion;NA;NA;NA;GOC;0.16;545;0.033179642;NA;0.102197057142857;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2005;West;NA;NA;NA;GOC;0.16;110;0.006563724;NA;0.1045915;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2006;East;NA;NA;NA;GOC;0.16;65;0.003841176;NA;0.1037162;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2006;Ion;NA;NA;NA;GOC;0.16;1315;0.080630202;NA;0.101921266666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2006;West;NA;NA;NA;GOC;0.16;50;0.003178607;NA;0.09550955;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2007;Ion;NA;NA;NA;GOC;0.16;4305.000001064;0.264682064;NA;0.1004690578;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2007;West;NA;NA;NA;GOC;0.16;70;0.004435563;NA;0.0989252666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2008;East;NA;NA;NA;GOC;0.16;90;0.005512579;NA;0.08874045;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2008;Ion;NA;NA;NA;GOC;0.16;2294.999981194;0.139809079;NA;0.09885597916;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2008;West;NA;NA;NA;GOC;0.16;27;0.001626401;NA;0.103826666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2009;Ion;NA;NA;NA;GOC;0.16;825;0.050700649;NA;0.102263063636364;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2009;West;NA;NA;NA;GOC;0.16;45;0.003003974;NA;0.094184;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2010;Ion;NA;NA;NA;GOC;0.16;1534.999997418;0.094088815;NA;0.10054831052381;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2010;West;NA;NA;NA;GOC;0.16;15;0.000923482;NA;0.101518;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2011;Ion;NA;NA;NA;GOC;0.16;2705.000002478;0.175333424;NA;0.0951563967777778;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;metopoclampus;2011;West;NA;NA;NA;GOC;0.16;40;0.002573157;NA;0.096915;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1995;West;NA;NA;NA;GOC;0.16;20;0.001293;NA;0.0966744;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1996;Adri;NA;NA;NA;GOC;0.16;5;0.0003107648;NA;0.0974922;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1996;East;NA;NA;NA;GOC;0.16;178;0.0150339;NA;0.0798095666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1996;West;NA;NA;NA;GOC;0.16;74;0.004706787;NA;0.0975268923076923;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1997;West;NA;NA;NA;GOC;0.16;36;0.002299476;NA;0.09819045;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1998;Adri;NA;NA;NA;GOC;0.16;2;0.0001293;NA;0.096674398;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1998;Ion;NA;NA;NA;GOC;0.16;6;0.000438489;NA;0.085521;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1998;West;NA;NA;NA;GOC;0.16;28;0.001855719;NA;0.0945121333333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1999;East;NA;NA;NA;GOC;0.16;11;0.000917588;NA;0.0681027333333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;1999;West;NA;NA;NA;GOC;0.16;55;0.002875775;NA;0.1087878;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2000;Adri;NA;NA;NA;GOC;0.16;2;0.000138525;NA;0.0902364;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2000;East;NA;NA;NA;GOC;0.16;18;0.0016543041;NA;0.06627055;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2000;West;NA;NA;NA;GOC;0.16;46;0.002883629;NA;0.0997724;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2001;West;NA;NA;NA;GOC;0.16;58;0.003527093;NA;0.102259733333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2002;Adri;NA;NA;NA;GOC;0.16;6;0.000395299;NA;0.0948648;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2002;West;NA;NA;NA;GOC;0.16;78;0.004923482;NA;0.099079;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2003;West;NA;NA;NA;GOC;0.16;37;0.00212915;NA;0.106955;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2004;Ion;NA;NA;NA;GOC;0.16;2;0.000133754;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2004;West;NA;NA;NA;GOC;0.16;55;0.003456225;NA;0.09948636;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2005;West;NA;NA;NA;GOC;0.16;33;0.002032262;NA;0.10162525;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2006;East;NA;NA;NA;GOC;0.16;7;0.0004375106;NA;0.1111748;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2006;Ion;NA;NA;NA;GOC;0.16;32;0.001953037;NA;0.1022125;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2006;West;NA;NA;NA;GOC;0.16;15;0.000966339;NA;0.0970156;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2007;Ion;NA;NA;NA;GOC;0.16;79.999999102;0.005003754;NA;0.0991142128571429;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2007;West;NA;NA;NA;GOC;0.16;6;0.000381349;NA;0.09833635;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2008;Ion;NA;NA;NA;GOC;0.16;8;0.0005021505;NA;0.09565095;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2009;Ion;NA;NA;NA;GOC;0.16;154.999997996;0.009371356;NA;0.103681177;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2009;West;NA;NA;NA;GOC;0.16;20;0.001307762;NA;0.09751295;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2010;Adri;NA;NA;NA;GOC;0.16;10;0.000633461;NA;0.0984095666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2010;Ion;NA;NA;NA;GOC;0.16;59.999998656;0.003701025;NA;0.101549435333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2010;West;NA;NA;NA;GOC;0.16;20;0.001463951;NA;0.09244615;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2011;Adri;NA;NA;NA;GOC;0.16;37;0.002438387;NA;0.095836375;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2011;Ion;NA;NA;NA;GOC;0.16;161.999999068;0.011713861;NA;0.0943353457;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;rafinesquei;2011;West;NA;NA;NA;GOC;0.16;13;0.000823955;NA;0.0984928;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;spp.;1995;Adri;NA;NA;NA;GOC;0.16;11;0.000633957;NA;0.1084458;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;spp.;1995;West;NA;NA;NA;GOC;0.16;9;0.0006383918;NA;0.0879686666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;spp.;1996;East;NA;NA;NA;GOC;0.16;5;0.000357195;NA;0.0874872;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;spp.;2004;East;NA;NA;NA;GOC;0.16;160;0.02177966;NA;0.0459144;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Diaphus;spp.;2011;Ion;NA;NA;NA;GOC;0.16;2200;0.135318929;NA;0.1016118;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1994;East;NA;NA;NA;GOC;0.16;14;0.001032301;NA;0.073227;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1995;Adri;NA;NA;NA;GOC;0.16;69;0.004241343;NA;0.0958780333333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1995;East;NA;NA;NA;GOC;0.16;1;5.71149e-05;NA;0.1094286;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1995;West;NA;NA;NA;GOC;0.16;6;0.0004193218;NA;0.0875167;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1996;Adri;NA;NA;NA;GOC;0.16;4;0.000276464;NA;0.0904278;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1996;East;NA;NA;NA;GOC;0.16;38;0.002734958;NA;0.0837066;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1996;Ion;NA;NA;NA;GOC;0.16;1;6.68768e-05;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1996;West;NA;NA;NA;GOC;0.16;8;0.000618561;NA;0.0808428;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1997;West;NA;NA;NA;GOC;0.16;4;0.00051717;NA;0.04834;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1998;Ion;NA;NA;NA;GOC;0.16;4;0.0002804235;NA;0.0934496;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;1998;West;NA;NA;NA;GOC;0.16;10;0.00066218;NA;0.0943852;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2001;West;NA;NA;NA;GOC;0.16;5;0.000309041;NA;0.1011192;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2003;West;NA;NA;NA;GOC;0.16;1;5.97229e-05;NA;0.10465;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2005;East;NA;NA;NA;GOC;0.16;6;0.000388298;NA;0.096483;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2005;West;NA;NA;NA;GOC;0.16;1;5.57749e-05;NA;0.1120575;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2006;Adri;NA;NA;NA;GOC;0.16;2;0.000138284;NA;0.090393703;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2006;Ion;NA;NA;NA;GOC;0.16;23;0.001398537;NA;0.102786;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2006;West;NA;NA;NA;GOC;0.16;2;0.000125558;NA;0.0995554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2008;West;NA;NA;NA;GOC;0.16;5;0.0003024;NA;0.10334;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2010;Ion;NA;NA;NA;GOC;0.16;1;6.92625e-05;NA;0.0902364;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Electrona;rissoi;2011;West;NA;NA;NA;GOC;0.16;14;0.0008283832;NA;0.10868516;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Gonichthys;cocco;1994;East;NA;NA;NA;GOC;0.16;64;0.008408719;NA;0.0709941666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1994;East;NA;NA;NA;GOC;0.16;18;0.001142032;NA;0.10066;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1995;Adri;NA;NA;NA;GOC;0.16;38;0.002797089;NA;0.09696404;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1995;East;NA;NA;NA;GOC;0.16;10;0.0006178408;NA;0.0968252;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1995;West;NA;NA;NA;GOC;0.16;117;0.0081777202;NA;0.0913853055555556;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1996;Adri;NA;NA;NA;GOC;0.16;120;0.0102527549;NA;0.0910802995;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1996;East;NA;NA;NA;GOC;0.16;19;0.0017602929;NA;0.07572015;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1996;Ion;NA;NA;NA;GOC;0.16;33;0.002253121;NA;0.0929905714285714;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1996;West;NA;NA;NA;GOC;0.16;27;0.001738049;NA;0.0976467;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1997;Adri;NA;NA;NA;GOC;0.16;123;0.0085260955;NA;0.0899771;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1997;East;NA;NA;NA;GOC;0.16;2;0.0001665973;NA;0.0750375;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1997;West;NA;NA;NA;GOC;0.16;4;0.000248733;NA;0.1005093;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1998;Adri;NA;NA;NA;GOC;0.16;49;0.0042693418;NA;0.0799558996666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1998;East;NA;NA;NA;GOC;0.16;19;0.001419449;NA;0.0836592;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1998;Ion;NA;NA;NA;GOC;0.16;15;0.000999557;NA;0.09640585;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1998;West;NA;NA;NA;GOC;0.16;45;0.002887918;NA;0.0973361;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1999;Adri;NA;NA;NA;GOC;0.16;20;0.001337536;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1999;Ion;NA;NA;NA;GOC;0.16;15;0.00100665;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;1999;West;NA;NA;NA;GOC;0.16;5;0.000281441;NA;0.111035888;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2000;Adri;NA;NA;NA;GOC;0.16;40;0.003879;NA;0.0644496;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2000;Ion;NA;NA;NA;GOC;0.16;6;0.0005691932;NA;0.0692868;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2000;West;NA;NA;NA;GOC;0.16;42;0.002595121;NA;0.101410075;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2001;Adri;NA;NA;NA;GOC;0.16;18;0.001225462;NA;0.093043324;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2001;East;NA;NA;NA;GOC;0.16;12;0.000750615;NA;0.0986406;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2001;West;NA;NA;NA;GOC;0.16;217;0.0137913124;NA;0.10590825;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2002;Adri;NA;NA;NA;GOC;0.16;6;0.000415575;NA;0.0902364;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2002;Ion;NA;NA;NA;GOC;0.16;1;8.95079e-05;NA;0.0698262;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2002;West;NA;NA;NA;GOC;0.16;54;0.0041165423;NA;0.0974963631578947;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2003;Adri;NA;NA;NA;GOC;0.16;4;0.000332511;NA;0.0751854;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2003;East;NA;NA;NA;GOC;0.16;4;0.000288221;NA;0.086739;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2003;Ion;NA;NA;NA;GOC;0.16;8;0.00061572;NA;0.0812058;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2004;Ion;NA;NA;NA;GOC;0.16;1;6.80552e-05;NA;0.0918372;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2004;West;NA;NA;NA;GOC;0.16;49;0.0040956886;NA;0.101064844444444;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2005;Ion;NA;NA;NA;GOC;0.16;2;0.000133754;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2005;West;NA;NA;NA;GOC;0.16;206;0.01474462;NA;0.100337714285714;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Hygophum;benoiti;2006;East;NA;NA;NA;GOC;0.16;5;0.000226943;NA;0.1377;NA;4;IFREMER,,,,,,,,,,,
