Family;Genus;Species;Year;Sub-Region;Month;Season;Period;Gear_Name;Catchability;Tot.Weight_(t);Tot.Density_(t/km2);Volume_(m3);Surface_(m2);Mean_Depth_Catch;Case;Reference,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;1997;West;NA;NA;NA;GOC;0.16;85;0.00608034;NA;0.08791602;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;1998;Adri;NA;NA;NA;GOC;0.16;34;0.003172939;NA;0.0669726;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;1998;Ion;NA;NA;NA;GOC;0.16;31;0.002016407;NA;0.0958653;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;2000;West;NA;NA;NA;GOC;0.16;60;0.003688577;NA;0.1028027;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;2001;West;NA;NA;NA;GOC;0.16;30;0.001854247;NA;0.1011192;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;2004;West;NA;NA;NA;GOC;0.16;20;0.001250722;NA;0.09994465;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;2006;West;NA;NA;NA;GOC;0.16;30;0.001866303;NA;0.100466;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;2007;West;NA;NA;NA;GOC;0.16;15;0.000967358;NA;0.0969134;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;2008;West;NA;NA;NA;GOC;0.16;10;0.00059843;NA;0.10444;NA;4;IFREMER,,,,,,,,,,,
Gonostomatidae;Gonostoma;denudatum;2011;West;NA;NA;NA;GOC;0.16;20;0.001231794;NA;0.101478;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1994;Adri;NA;NA;NA;GOC;0.16;11366;0.848866202;NA;0.08684885;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1994;East;NA;NA;NA;GOC;0.16;2340;0.180510504;NA;0.0763721666666667;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1994;Ion;NA;NA;NA;GOC;0.16;1500;0.093585136;NA;0.1003675;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1994;West;NA;NA;NA;GOC;0.16;9488;0.657112524;NA;0.0891546555555556;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1995;Adri;NA;NA;NA;GOC;0.16;7547;0.463030714;NA;0.101168908333333;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1995;East;NA;NA;NA;GOC;0.16;134;0.007653392;NA;0.1094286;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1995;West;NA;NA;NA;GOC;0.16;21655;1.417014421;NA;0.0947359277777778;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1996;Adri;NA;NA;NA;GOC;0.16;1612;0.106596152;NA;0.0910554423571429;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1996;East;NA;NA;NA;GOC;0.16;625;0.060947248;NA;0.0742764666666667;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1996;Ion;NA;NA;NA;GOC;0.16;2723;0.1855520728;NA;0.0932951368421053;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1996;West;NA;NA;NA;GOC;0.16;38375;2.693449944;NA;0.09406018125;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1997;Adri;NA;NA;NA;GOC;0.16;8256;0.563915809;NA;0.0901273594666667;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1997;East;NA;NA;NA;GOC;0.16;3615;0.253683394;NA;0.0847554;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1997;Ion;NA;NA;NA;GOC;0.16;6436;0.465850984;NA;0.0858096818181818;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1997;West;NA;NA;NA;GOC;0.16;24740;1.615825959;NA;0.0948382292682927;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1998;Adri;NA;NA;NA;GOC;0.16;4418;0.34192619;NA;0.0828418852857143;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1998;East;NA;NA;NA;GOC;0.16;8915;1.407034879;NA;0.0748852;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1998;Ion;NA;NA;NA;GOC;0.16;14828;0.980796084;NA;0.09428045;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1998;West;NA;NA;NA;GOC;0.16;43875;2.841136467;NA;0.0952842666666667;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1999;Adri;NA;NA;NA;GOC;0.16;14533;0.995415089;NA;0.0894174272222222;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1999;East;NA;NA;NA;GOC;0.16;11500;0.789336778;NA;0.0825672909090909;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1999;Ion;NA;NA;NA;GOC;0.16;25796;1.762816405;NA;0.0926142823529412;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;1999;West;NA;NA;NA;GOC;0.16;26474;1.659356693;NA;0.0985714255652174;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2000;Adri;NA;NA;NA;GOC;0.16;8933;0.623929942;NA;0.0874246112941176;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2000;East;NA;NA;NA;GOC;0.16;4385;0.436303367;NA;0.0671856230769231;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2000;Ion;NA;NA;NA;GOC;0.16;31555;2.162090968;NA;0.0890730685714286;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2000;West;NA;NA;NA;GOC;0.16;32692;2.071587449;NA;0.0993121829268293;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2001;Adri;NA;NA;NA;GOC;0.16;11264;0.765300414;NA;0.0924443582352941;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2001;East;NA;NA;NA;GOC;0.16;5410;0.356628111;NA;0.09291426;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2001;Ion;NA;NA;NA;GOC;0.16;28378;1.98311509;NA;0.086097371875;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2001;West;NA;NA;NA;GOC;0.16;24755;1.63020822;NA;0.0961734214285714;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2002;Adri;NA;NA;NA;GOC;0.16;7727;0.529656303;NA;0.0907931801904762;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2002;Ion;NA;NA;NA;GOC;0.16;55808.99990407;3.693094586;NA;0.091367655;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2002;West;NA;NA;NA;GOC;0.16;13464;0.827131089;NA;0.101360660916667;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2003;Adri;NA;NA;NA;GOC;0.16;13267;0.925269266;NA;0.08875578;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2003;East;NA;NA;NA;GOC;0.16;4490;0.364952776;NA;0.084501525;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2003;Ion;NA;NA;NA;GOC;0.16;45074.0000032;3.040301817;NA;0.0893697154423077;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2003;West;NA;NA;NA;GOC;0.16;20253;1.235484578;NA;0.10386;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2004;Adri;NA;NA;NA;GOC;0.16;9716;0.642722548;NA;0.0948442427826087;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2004;East;NA;NA;NA;GOC;0.16;4100;0.365195397;NA;0.0808464181818182;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2004;Ion;NA;NA;NA;GOC;0.16;47992.999883;3.120699479;NA;0.0943323689375;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2004;West;NA;NA;NA;GOC;0.16;16665;1.017131623;NA;0.1038869027;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2005;Adri;NA;NA;NA;GOC;0.16;6956;0.491025157;NA;0.0876231789090909;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2005;East;NA;NA;NA;GOC;0.16;1215;0.091923711;NA;0.0889338857142857;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2005;Ion;NA;NA;NA;GOC;0.16;49468.00011433;3.198302876;NA;0.0948701918644068;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2005;West;NA;NA;NA;GOC;0.16;26655;1.621270218;NA;0.103120499285714;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2006;Adri;NA;NA;NA;GOC;0.16;7549;0.533696634;NA;0.0890126765;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2006;East;NA;NA;NA;GOC;0.16;2300;0.173349762;NA;0.108422175;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2006;Ion;NA;NA;NA;GOC;0.16;45952.99999043;2.904961664;NA;0.0967452043214286;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2006;West;NA;NA;NA;GOC;0.16;16635;1.068701775;NA;0.0972567333333333;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2007;Adri;NA;NA;NA;GOC;0.16;3159;0.210083242;NA;0.0927859269090909;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2007;Ion;NA;NA;NA;GOC;0.16;53054.99992576;3.421326259;NA;0.0966389716060606;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2007;West;NA;NA;NA;GOC;0.16;12245;0.751696011;NA;0.102675252666667;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2008;Adri;NA;NA;NA;GOC;0.16;7195;0.483186963;NA;0.09393529975;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2008;East;NA;NA;NA;GOC;0.16;2025;0.145384788;NA;0.0928918571428571;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2008;Ion;NA;NA;NA;GOC;0.16;47501.99991676;3.060609385;NA;0.0971334808813559;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2008;West;NA;NA;NA;GOC;0.16;17642;1.046422491;NA;0.106830566615385;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2009;Adri;NA;NA;NA;GOC;0.16;12425;0.808013363;NA;0.0974021265454545;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2009;Ion;NA;NA;NA;GOC;0.16;57472.00012082;3.653058101;NA;0.0975256628253968;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2009;West;NA;NA;NA;GOC;0.16;19240;1.255229802;NA;0.094276104;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2010;Adri;NA;NA;NA;GOC;0.16;10500;0.682887003;NA;0.0963844666666667;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2010;Ion;NA;NA;NA;GOC;0.16;81474.99999385;5.181798741;NA;0.0969080661212121;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2010;West;NA;NA;NA;GOC;0.16;19655;1.281589301;NA;0.0973011424666667;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2011;Adri;NA;NA;NA;GOC;0.16;6925;0.444898223;NA;0.09851496;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2011;Ion;NA;NA;NA;GOC;0.16;55817.0000415;3.773465873;NA;0.0919099731076923;NA;4;IFREMER,,,,,,,,,,,
Macrouridae;Nezumia;sclerorhynchus;2011;West;NA;NA;NA;GOC;0.16;12430;0.807345359;NA;0.0968760714285714;NA;4;IFREMER,,,,,,,,,,,
Microstomatidae;Nansenia;oblita;1998;West;NA;NA;NA;GOC;0.16;10;0.000649106;NA;0.0962863;NA;4;IFREMER,,,,,,,,,,,
Microstomatidae;Nansenia;oblita;1999;West;NA;NA;NA;GOC;0.16;200;0.01293;NA;0.0966744;NA;4;IFREMER,,,,,,,,,,,
Microstomatidae;Nansenia;oblita;2006;Ion;NA;NA;NA;GOC;0.16;79;0.00480367;NA;0.102786;NA;4;IFREMER,,,,,,,,,,,
Microstomatidae;Nansenia;oblita;2007;West;NA;NA;NA;GOC;0.16;61;0.004060326;NA;0.0938964;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1995;Adri;NA;NA;NA;GOC;0.16;37;0.002262366;NA;0.1024734;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1995;East;NA;NA;NA;GOC;0.16;68;0.004627713;NA;0.09521715;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1995;West;NA;NA;NA;GOC;0.16;36;0.0023652333;NA;0.0950969;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1996;Adri;NA;NA;NA;GOC;0.16;182;0.0125721017;NA;0.0899771397;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1996;East;NA;NA;NA;GOC;0.16;16;0.001445573;NA;0.07123095;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1996;Ion;NA;NA;NA;GOC;0.16;222;0.015211499;NA;0.0928669636363636;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1996;West;NA;NA;NA;GOC;0.16;295;0.0196433364;NA;0.0850804875;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1997;Adri;NA;NA;NA;GOC;0.16;435;0.0301117245;NA;0.0904545794;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1997;East;NA;NA;NA;GOC;0.16;4;0.0002952706;NA;0.0815625;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1997;Ion;NA;NA;NA;GOC;0.16;159;0.011720525;NA;0.0843267666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1997;West;NA;NA;NA;GOC;0.16;46;0.0042032962;NA;0.0759223384615385;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1998;Adri;NA;NA;NA;GOC;0.16;213;0.0140564525;NA;0.0928232153333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1998;East;NA;NA;NA;GOC;0.16;1;7.47079e-05;NA;0.0836592;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1998;Ion;NA;NA;NA;GOC;0.16;550;0.0358103438;NA;0.0962186733333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1998;West;NA;NA;NA;GOC;0.16;92;0.0060843847;NA;0.0966607642857143;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1999;Ion;NA;NA;NA;GOC;0.16;71;0.0047944698;NA;0.0922364666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;1999;West;NA;NA;NA;GOC;0.16;220;0.0125961634;NA;0.109117961904762;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2000;East;NA;NA;NA;GOC;0.16;14;0.0013262425;NA;0.0653738;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2000;Ion;NA;NA;NA;GOC;0.16;4;0.0003337895;NA;0.0811884;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2000;West;NA;NA;NA;GOC;0.16;165;0.010593111;NA;0.09993165;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2001;East;NA;NA;NA;GOC;0.16;85;0.005467159;NA;0.09684492;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2001;West;NA;NA;NA;GOC;0.16;162;0.0101189526;NA;0.0991263;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2002;Adri;NA;NA;NA;GOC;0.16;3;0.00019765;NA;0.0948648;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2002;West;NA;NA;NA;GOC;0.16;38;0.002315843;NA;0.10226004;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2003;West;NA;NA;NA;GOC;0.16;129;0.0078806569;NA;0.0993846555555556;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2004;East;NA;NA;NA;GOC;0.16;76;0.005646802;NA;0.0882061166666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2004;Ion;NA;NA;NA;GOC;0.16;8;0.0005373708;NA;0.092916;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2004;West;NA;NA;NA;GOC;0.16;60;0.003642785;NA;0.1029598;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2005;East;NA;NA;NA;GOC;0.16;65;0.004946024;NA;0.0906917;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2005;Ion;NA;NA;NA;GOC;0.16;1;6.68768e-05;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2005;West;NA;NA;NA;GOC;0.16;10;0.000568136;NA;0.1100088;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2006;East;NA;NA;NA;GOC;0.16;128;0.00666288;NA;0.12683856;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2006;Ion;NA;NA;NA;GOC;0.16;16;0.0011015047;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2006;West;NA;NA;NA;GOC;0.16;16;0.000990156;NA;0.1036027;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2007;Ion;NA;NA;NA;GOC;0.16;16;0.001085138;NA;0.0934554;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2007;West;NA;NA;NA;GOC;0.16;41;0.002651602;NA;0.0983412;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2008;East;NA;NA;NA;GOC;0.16;83;0.004763807;NA;0.109491428571429;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2008;Ion;NA;NA;NA;GOC;0.16;10;0.0006926265;NA;0.0902364;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2008;West;NA;NA;NA;GOC;0.16;11;0.00076214;NA;0.0890517;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2009;Ion;NA;NA;NA;GOC;0.16;110;0.007607572;NA;0.09045099;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2009;West;NA;NA;NA;GOC;0.16;64;0.0040137689;NA;0.09841028;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2010;West;NA;NA;NA;GOC;0.16;7;0.0004286579;NA;0.1053455;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2011;Ion;NA;NA;NA;GOC;0.16;18;0.0018991832;NA;0.08213235;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Benthosema;glaciale;2011;West;NA;NA;NA;GOC;0.16;116;0.0099590618;NA;0.083488075;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1994;East;NA;NA;NA;GOC;0.16;17;0.001118068;NA;0.09503;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1994;West;NA;NA;NA;GOC;0.16;341;0.0241411615;NA;0.09180729375;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1995;Adri;NA;NA;NA;GOC;0.16;1;6.21497e-05;NA;0.1005636;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1995;East;NA;NA;NA;GOC;0.16;48;0.002906349;NA;0.0984144;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1995;West;NA;NA;NA;GOC;0.16;620;0.041369839;NA;0.0953768608695652;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1996;Adri;NA;NA;NA;GOC;0.16;3;0.000207348;NA;0.0904278;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1996;East;NA;NA;NA;GOC;0.16;1;0.00010847;NA;0.0576198;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1996;Ion;NA;NA;NA;GOC;0.16;163;0.010815645;NA;0.0945255;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1996;West;NA;NA;NA;GOC;0.16;68;0.005479348;NA;0.0870556875;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1997;Adri;NA;NA;NA;GOC;0.16;37;0.002562713;NA;0.0902364;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1997;East;NA;NA;NA;GOC;0.16;5;0.000352014;NA;0.0887748;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1997;Ion;NA;NA;NA;GOC;0.16;28;0.002067193;NA;0.0829858;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1997;West;NA;NA;NA;GOC;0.16;325;0.029013407;NA;0.0825842;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1998;Adri;NA;NA;NA;GOC;0.16;3;0.000234085;NA;0.080099;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1998;East;NA;NA;NA;GOC;0.16;47;0.003495932;NA;0.0884442;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1998;Ion;NA;NA;NA;GOC;0.16;245;0.015895156;NA;0.0957591555555555;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1998;West;NA;NA;NA;GOC;0.16;760;0.0484083378;NA;0.0957027588235294;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1999;East;NA;NA;NA;GOC;0.16;40;0.002590225;NA;0.0965167;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1999;Ion;NA;NA;NA;GOC;0.16;25;0.0018173379;NA;0.0882042666666667;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;1999;West;NA;NA;NA;GOC;0.16;178;0.010218473;NA;0.105292111764706;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2000;East;NA;NA;NA;GOC;0.16;10;0.000837469;NA;0.076518425;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2000;Ion;NA;NA;NA;GOC;0.16;18;0.0015037405;NA;0.0869394;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2000;West;NA;NA;NA;GOC;0.16;331;0.020075421;NA;0.0962411411764706;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2001;Adri;NA;NA;NA;GOC;0.16;2;0.000138525;NA;0.090236398;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2001;East;NA;NA;NA;GOC;0.16;35;0.002174039;NA;0.1006938;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2001;Ion;NA;NA;NA;GOC;0.16;5;0.000436128;NA;0.0716532;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2001;West;NA;NA;NA;GOC;0.16;197;0.0123681292;NA;0.103084865;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2002;Ion;NA;NA;NA;GOC;0.16;1;8.95079e-05;NA;0.0698262;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2002;West;NA;NA;NA;GOC;0.16;160;0.0108395449;NA;0.0981072818181818;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2003;West;NA;NA;NA;GOC;0.16;293;0.025282104;NA;0.08694380625;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2004;West;NA;NA;NA;GOC;0.16;171;0.0106384512;NA;0.104860364285714;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2005;East;NA;NA;NA;GOC;0.16;4;0.000255246;NA;0.0979446;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2005;West;NA;NA;NA;GOC;0.16;265;0.0167452228;NA;0.0989585071428571;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2006;East;NA;NA;NA;GOC;0.16;55;0.002518809;NA;0.136725;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2006;Ion;NA;NA;NA;GOC;0.16;4;0.000246745;NA;0.1013397;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2006;West;NA;NA;NA;GOC;0.16;133;0.0097291405;NA;0.0830898583333333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2007;Ion;NA;NA;NA;GOC;0.16;64;0.0042848795;NA;0.09330435;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2007;West;NA;NA;NA;GOC;0.16;157;0.009585811;NA;0.100423122833333;NA;4;IFREMER,,,,,,,,,,,
Myctophidae;Ceratoscopelus;maderensis;2008;East;NA;NA;NA;GOC;0.16;20;0.001152514;NA;0.10847;NA;4;IFREMER,,,,,,,,,,,
