"Group","Year","estimate","conf.low","conf.high","n_stocks","fraction","Abundance_Index","Upper_Bound","Lower_Bound"
"turtle",1999,-0.362446716254473,-0.525056672004287,-0.193978420645063,145,0.476973684210526,0.774607226148383,0.916740451706515,0.658356211800078
"turtle",2000,-0.223141219177745,-0.372742360464807,-0.0652346324304483,143,0.470394736842105,0.89039180215153,1.0426993722353,0.766673059508824
"turtle",2001,-0.280570212889819,-0.439543977305767,-0.121855956063524,149,0.490131578947368,0.840698084162794,0.985300682593406,0.717131218892757
"turtle",2002,-0.145782506132481,-0.295619765080014,0.019348036216512,148,0.486842105263158,0.96200563288316,1.13473094435872,0.828140683108818
"turtle",2003,-0.126099654922825,-0.281501215311429,0.0431133979825329,154,0.506578947368421,0.981128222803851,1.16202123311743,0.839915756441605
"turtle",2004,-0.144588076371454,-0.294511798651056,0.0254133557275718,149,0.490131578947368,0.963155367543308,1.14163436465662,0.829058743680387
"turtle",2005,-0.086826216450202,-0.235218801477395,0.078522668008913,146,0.480263157894737,1.02042715264515,1.203904712359,0.879702701063987
"turtle",2006,-0.0377378133649394,-0.184562929729123,0.11363703021974,171,0.5625,1.07176810557498,1.24693004115816,0.925412776129983
"turtle",2007,0.00603142816349021,-0.1547017175552,0.174176173125883,160,0.526315789473684,1.11972034408833,1.32474992571061,0.953463452638557
"turtle",2008,-0.0166171682788195,-0.187180670553409,0.14723251110781,138,0.453947368421053,1.09464527926285,1.28953288003262,0.922993453288224
"turtle",2009,-0.0558491437102824,-0.208604814295526,0.105399032513235,148,0.486842105263158,1.05253168378137,1.23670002959939,0.903429428420751
"turtle",2010,-0.00226897324949836,-0.159827736188867,0.15522730068231,149,0.490131578947368,1.11046468175874,1.29988374542055,0.948588486472088
"turtle",2011,-0.0662344203010589,-0.238147023845204,0.106080237711265,111,0.365131578947368,1.04165741500514,1.23754276309258,0.87713050375849
"turtle",2012,-1.7427707572125e-05,-0.178939943645249,0.171956966784918,101,0.332236842105263,1.11296776040277,1.3218132919786,0.93063101658957
"turtle",2013,-0.021254938967619,-0.199823903514816,0.153826521793755,88,0.289473684210526,1.08958031961124,1.29806417042104,0.911397292985929
"turtle",2014,-0.0790277595844546,-0.254147232600484,0.0927320828107449,83,0.273026315789474,1.0284160197098,1.22113361019077,0.863207911803358
"turtle",2015,-0.108799332972577,-0.276042461855974,0.0626582740178859,82,0.269736842105263,0.998249733719879,1.18495619446155,0.844513186180935
"turtle",2016,-0.169596401975822,-0.357990059640148,0.021995311237044,74,0.243421052631579,0.939367155956427,1.13773886888784,0.778067088549041
"turtle",2017,-0.314419268325163,-0.505491413898697,-0.123542976549252,82,0.269736842105263,0.812717478182915,0.983639861470795,0.671363956002047
"turtle",2018,-0.288876992734023,-0.484914212038139,-0.0975669815639107,52,0.171052631578947,0.83374351528871,1.0095256344097,0.685321862473417
"turtle",2019,-0.170844224245617,-0.385619726654069,0.037401103183352,43,0.141447368421053,0.938195723721325,1.15540234778111,0.756863625168166
"turtle",2020,-0.194690118163455,-0.44279550999601,0.0548845180993781,17,0.055921052631579,0.9160882419176,1.1757803458444,0.714803230108198
"turtle",2021,-0.250044139141462,-0.540037463907844,0.0394201444327469,10,0.0328947368421053,0.866757010703095,1.15773750938145,0.648567022374372
"turtle",2022,-0.256973426332686,-0.662122167208407,0.115508445588074,1,0.00328947368421053,0.860771763148996,1.24926575005951,0.574029417473713
