"Group","Year","estimate","conf.low","conf.high","n_stocks","fraction","Abundance_Index","Upper_Bound","Lower_Bound"
"turtle",1970,-0.453765705373252,-0.719032331495666,-0.190644334508279,13,0.0427631578947368,0.702082530387802,0.9133985676846,0.538498297832062
"turtle",1971,-0.522368676074473,-0.775442778809908,-0.274184390494789,15,0.0493421052631579,0.655532571205118,0.840193545535965,0.508962270136211
"turtle",1972,-0.581380861377249,-0.829188295529336,-0.339777376816873,15,0.0493421052631579,0.617967462111513,0.786851304031944,0.482329925009784
"turtle",1973,-0.602578590647454,-0.834439032565402,-0.36890507465271,20,0.0657894736842105,0.605005819199657,0.764262710897876,0.479803974762608
"turtle",1974,-0.589911168936254,-0.810884929868599,-0.362940829985889,23,0.0756578947368421,0.612718429359411,0.768834581018771,0.491239474635354
"turtle",1975,-0.626024196110589,-0.862038101890578,-0.399068069345645,23,0.0756578947368421,0.590986084257497,0.741554454956764,0.466742897440624
"turtle",1976,-0.545550507046071,-0.769190487396084,-0.328384447167071,24,0.0789473684210526,0.640510913419402,0.79586710626407,0.5121544192924
"turtle",1977,-0.534864089687351,-0.756106497237953,-0.32222143121948,29,0.0953947368421053,0.647392384008133,0.800787193647442,0.518899472555138
"turtle",1978,-0.439225816573245,-0.655871089359834,-0.222211533258409,29,0.0953947368421053,0.712365306362917,0.885015477791958,0.573607622333455
"turtle",1979,-0.409295381735869,-0.61764565074555,-0.203669103355388,34,0.111842105263158,0.734008996541552,0.901578903765139,0.595958489648078
"turtle",1980,-0.42648294466653,-0.615697231468059,-0.225013469828772,39,0.128289473684211,0.721500969886705,0.882539191378205,0.59712079862279
"turtle",1981,-0.367192399609421,-0.563252840221778,-0.170765513794962,45,0.148026315789474,0.765572766098543,0.931737528599968,0.6292721455262
"turtle",1982,-0.344280942153366,-0.527685918213761,-0.153553166877133,50,0.164473684210526,0.783315635307583,0.947913734040351,0.652056196347915
"turtle",1983,-0.368292494397352,-0.560016731577041,-0.17741675946765,50,0.164473684210526,0.7647310265703,0.9255608773779,0.631311837107971
"turtle",1984,-0.260732345056652,-0.455335367393095,-0.0892972381810215,63,0.207236842105263,0.851572228983039,1.01082229187186,0.700981362561805
"turtle",1985,-0.303302189983976,-0.477232620515885,-0.12749192738154,66,0.217105263157895,0.816081703801875,0.97294226153495,0.685798632927069
"turtle",1986,-0.273486226161567,-0.449512448823739,-0.091005348418604,70,0.230263157894737,0.840780343519337,1.00909716973557,0.705075026924986
"turtle",1987,-0.265505294983058,-0.441768529722644,-0.0869680673076826,78,0.256578947368421,0.847517401816663,1.01317941371636,0.710556266640476
"turtle",1988,-0.354328899363006,-0.518438047598003,-0.182009384149387,92,0.302631578947368,0.77548432355334,0.921319869780435,0.658114296774835
"turtle",1989,-0.369350874725504,-0.534293709648759,-0.19326358041772,91,0.299342105263158,0.763922078458349,0.911009282650992,0.647761749030312
"turtle",1990,-0.375858425650536,-0.536078866693695,-0.218859752429722,107,0.351973684210526,0.75896695696944,0.88798683258674,0.646606424105619
"turtle",1991,-0.333406913604151,-0.501329907826515,-0.167985974569853,105,0.345394736842105,0.791879911591661,0.934330932172011,0.669470270967687
"turtle",1992,-0.321127144389395,-0.477448492845071,-0.145471614755555,111,0.365131578947368,0.801663964158871,0.955605386671854,0.685650603957081
"turtle",1993,-0.409645036526981,-0.563372803209097,-0.265041822463276,120,0.394736842105263,0.733752391643372,0.847910293882747,0.62919666068757
